task_index,company_id,company_name,classifier_search_tier,worker_token_ticker,verifier_search_tier,verifier_token_ticker,verdict,error_type,error_reason,evidence_urls,recommended_action,corrected_result_row_json
2189,466847-02,SportsIcon,full,"[""ICONS""]",full,"[""ICONS""]",pass,,,https://docs.sportsicon.com/whitepaper/usdicons-token | https://docs.sportsicon.com/whitepaper/tokenomics | https://sportsicon.com/venturestudio,accept_worker_row,
2190,466855-48,Reach Platform,full,[],full,[],pass,,,https://www.reach.sh/about-us | https://growjo.com/company/Reach_Platform | https://coinmarketcap.com/currencies/reach/,accept_worker_row,
2191,466869-07,Beasy,light,[],light,[],pass,,,https://easybeasy.com/,accept_worker_row,
2192,466869-97,Art Blocks,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2193,466875-01,Meteora,full,"[""MET""]",full,"[""MET""]",pass,,,https://docs.meteora.ag/met/tokenomics|https://met.meteora.ag/|https://coinmarketcap.com/currencies/meteora/,accept_worker_row,
2194,181929-43,B2C2,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2195,466916-05,Anima (Entertainment Software),skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2196,466949-80,Defined Finance,light,[],light,[],pass,,,https://defined.fi/,accept_worker_row,
2197,560368-00,Etherfuse,full,"[""CETES"",""MXNe"",""TESOURO"",""USTRY"",""GILTS"",""KTB""]",full,"[""CETES"",""MXNe"",""TESOURO"",""USTRY"",""GILTS"",""KTB""]",pass,,,https://www.etherfuse.com/sovereign-coins|https://www.etherfuse.com/blogs/digital-assets-of-the-future-stablecoins-stablebonds-and-sovereign-coins-explained|https://www.coingecko.com/en/coins/etherfuse-cetes|https://www.coingecko.com/en/coins/real-mxn|https://www.coingecko.com/en/coins/etherfuse-tesouro|https://www.coingecko.com/en/coins/etherfuse-ustry|https://www.coingecko.com/en/coins/etherfuse-gilts|https://www.coingecko.com/en/coins/etherfuse-ktb,accept_worker_row,
2198,560433-43,Yna Kenya,light,[],light,[],pass,,,https://www.yna.co.ke/,accept_worker_row,
2199,182050-84,The Crypto Company,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2200,182054-98,Sun Exchange,light,[],light,[],pass,,,https://sunexchange.com/,accept_worker_row,
2201,182105-74,Biotraq,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2202,655476-58,Bursera.,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2203,749240-92,Herb (Financial Software),light,[],light,[],pass,,,https://herb.finance/,accept_worker_row,
2204,749243-44,Elsa (Financial Software),skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2205,749266-03,Tylt (Financial Software),skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2206,749318-32,Yeebet Gaming,light,[],light,[],pass,,,https://yeebet.org/,accept_worker_row,
2207,749327-14,KUN,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2208,844309-72,HuluCares,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2209,182278-36,eShard,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2210,844428-43,Uswap.ai,light,[],light,[],pass,,,https://www.uswap.ai/|https://www.f6s.com/company/uswap.ai|https://www.panewslab.com/en/articles/qckvegi5,accept_worker_row,
2211,749333-62,MTPAY,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2212,466930-90,WEMIX,full,"[""WEMIX"",""WEMIX$""]",full,"[""WEMIX"",""WEMIX$""]",pass,,,https://www.wemix.com/en/wemix|https://docs.wemix.com/en/design/minting|https://coinmarketcap.com/currencies/wemix/|https://coinmarketcap.com/currencies/wemix-dollar/,accept_worker_row,
2213,182530-90,Minds,full,"[""MINDS""]",full,"[""MINDS""]",pass,,,https://www.minds.com/token|https://www.minds.com/rewards|https://coinmarketcap.com/currencies/minds/,accept_worker_row,
2214,466147-63,Patero (Network Management Software),skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2215,182703-43,RChain,full,"[""REV""]",full,"[""REV""]",pass,,,https://www.rchain.coop/|https://coinmarketcap.com/currencies/rchain/,accept_worker_row,
2216,182750-77,RealBlocks,light,[],light,[],pass,,,https://www.realblocks.com/,accept_worker_row,
2217,88597-63,PeerPal,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2218,182773-36,A-malgam,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2219,183518-74,BANKEX,full,"[""BKX""]",full,"[""BKX""]",pass,,,https://www.bankex.com/|https://www.bankex.com/bkx/main|https://coinmarketcap.com/currencies/bankex/,accept_worker_row,
2220,277101-91,New York Digital Investment Group,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2221,465995-89,Vizyon AI,light,[],light,[],pass,,,https://vizyon.ai/,accept_worker_row,
2222,277132-51,B91,full,"[""B91""]",full,"[""B91""]",pass,,,https://coinmarketcap.com/currencies/b91/|https://www.b91.com/,accept_worker_row,
2223,277141-96,Altonomy,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2224,466725-43,GameFi,full,"[""GAFI""]",full,"[""GAFI""]",pass,,,https://www.game-fi.io/|https://www.coingecko.com/en/coins/gamefi-org,accept_worker_row,
2225,277167-52,Blocklike,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2226,277882-93,33Caijing,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2227,277175-17,HashWatt,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2228,277665-76,Stellartisan,light,[],light,[],pass,,,https://stellartisan.com/,accept_worker_row,
2229,466642-63,FINXFLO,full,"[""FXF""]",full,"[""FXF""]",pass,,,https://www.finxflo.com/|https://coinmarketcap.com/currencies/finxflo/,accept_worker_row,
2230,277783-30,Ubanx,light,[],light,[],pass,,,https://ubanx.io/,accept_worker_row,
2231,277217-20,Provenance Blockchain,full,"[""HASH""]",full,"[""HASH""]",pass,,,https://developer.provenance.io/docs/discover/hash/|https://www.provenance.io/whitepaper-tokenomics,accept_worker_row,
2232,464510-17,Acorn (Enterprise Systems (Healthcare)),light,[],light,[],pass,,,https://acorncredentialing.com/,accept_worker_row,
2233,465084-46,ASOBU,light,[],light,[],pass,,,https://asobu.tech/,accept_worker_row,
2234,465099-04,LQUOM,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2235,277791-67,Three43,light,[],light,[],pass,,,https://three43.com/,accept_worker_row,
2236,465135-76,Ideas Forward,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2237,465153-22,TeraBlock,full,"[""TBC""]",full,"[""TBC""]",pass,,,https://terablock.com/|https://coinmarketcap.com/currencies/terablock/,accept_worker_row,
2238,465161-14,Artiox,light,[],light,[],pass,,,https://tr.artiox.com/|https://www.linkedin.com/company/artiox/,accept_worker_row,
2239,465166-81,Niftron,light,[],light,[],pass,,,https://niftron.com/,accept_worker_row,
2240,466659-46,Collateral,light,[],light,[],pass,,,https://collateralpay.com/,accept_worker_row,
2241,183010-24,Taqanu,light,[],light,[],pass,,,https://taqanu.com/,accept_worker_row,
2242,465198-49,Versal,light,[],light,[],pass,,,https://versal.money/,accept_worker_row,
2243,466144-48,TribeOne,full,"[""HAKA""]",full,"[""HAKA""]",pass,,,https://coinmarketcap.com/currencies/tribe-one/|https://tribeone.io/,accept_worker_row,
2244,465204-25,TorumPay,full,"[""XTM""]",full,"[""XTM""]",pass,,,https://coinmarketcap.com/currencies/torum/|https://www.pay.torum.com/privacypolicy,accept_worker_row,
2245,465227-92,Furucombo,full,"[""COMBO""]",full,"[""COMBO""]",pass,,,https://docs.furucombo.app/governance/combo-is-here/combo-faq|https://docs.furucombo.app/governance/combo-is-here/combo-distribution,accept_worker_row,
2246,465230-17,MUX (Financial Software),full,"[""MCB""]",full,"[""MCB""]",pass,,,https://docs.mux.network/protocol/tokenomics|https://mux.network/,accept_worker_row,
2247,465233-14,Kallis,light,[],light,[],pass,,,https://usekallis.com/,accept_worker_row,
2248,465253-93,Katena,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2249,465327-10,Midas (Financial Services),light,[],light,[],pass,,,https://getmidas.com/,accept_worker_row,
2250,465344-56,BlockMark Technologies,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2251,465354-28,Rubicon (Financial Software),full,"[""RUBI""]",full,"[""RUBI""]",pass,,,https://rubicon.finance/|https://www.coingecko.com/en/coins/rubicon,accept_worker_row,
2252,465365-53,rhino.fi,full,"[""DVF""]",full,"[""DVF""]",pass,,,https://rhino.fi/blog/plan-for-dvf-purchase/|https://www.coingecko.com/en/coins/deversifi|https://coinmarketcap.com/currencies/deversifi/,accept_worker_row,
2253,465370-93,Osprey Funds,skip_candidate,[],skip_candidate,[],pass,,,https://www.ospreyfunds.io/,accept_worker_row,
2254,465373-27,PowerLoom Protocol,full,"[""POWER""]",full,"[""POWER""]",pass,,,https://powerloom.io/|https://docs.powerloom.io/docs/|https://coinmarketcap.com/currencies/powerloom/,accept_worker_row,
2255,466855-03,Nimiq,full,"[""NIM""]",full,"[""NIM""]",pass,,,https://www.nimiq.com/|https://www.nimiq.com/staking/|https://www.nimiq.com/buy-and-sell/,accept_worker_row,
2256,465387-58,EpiK Protocol,full,"[""AIEPK""]",full,"[""AIEPK""]",pass,,,https://www.coingecko.com/en/coins/epik-protocol|https://epik-protocol.io/,accept_worker_row,
2257,465388-93,IPSE (Financial Software),full,"[""POST""]",full,"[""POST""]",pass,,,https://coinmarketcap.com/currencies/ipse/|https://blockspot.io/coin/ipse/,accept_worker_row,
2258,465421-15,Surge (Business/Productivity Software),light,[],light,[],pass,,,https://www.surge.eu/,accept_worker_row,
2259,465424-12,LavaX Labs,full,"[""LAVAX""]",full,"[""LAVAX""]",pass,,,https://coinmarketcap.com/currencies/launchx/|https://lavaxlabs.medium.com/introducing-launchx-3065f621add5,accept_worker_row,
2260,465437-35,Yieldly,full,"[""YLDY""]",full,"[""YLDY""]",pass,,,https://www.coingecko.com/en/coins/yieldly|https://coinmarketcap.com/currencies/yieldly/,accept_worker_row,
2261,465441-94,Afripay,light,[],light,[],pass,,,https://www.afripay.io/,accept_worker_row,
2262,465442-84,Roseon Finance,full,"[""ROSN"", ""ROSX""]",full,"[""ROSN"", ""ROSX""]",pass,,,https://roseon.world/2021/09/20/lavender-capital-an-affiliate-of-roseon-raises-3m-in-private-funding/|https://roseon.world/project/roseonx/|https://roseon.world/en,accept_worker_row,
2263,465443-20,Kally,full,"[""KALLY""]",full,"[""KALLY""]",pass,,,https://coinmarketcap.com/currencies/polkally/|https://kando.tech/token/polkally,accept_worker_row,
2264,465444-55,Trade Capital Partners,skip_candidate,[],skip_candidate,[],pass,,,https://tcp.finance/,accept_worker_row,
2265,465463-72,P2P,light,[],light,[],pass,,,https://www.p2p.org/|https://www.p2p.org/faq/en/articles/5094277-what-is-p2p-validator,accept_worker_row,
2266,465488-20,BlockSwap Network,full,"[""BSN""]",full,"[""BSN""]",pass,,,https://gov.blockswap.network/t/blockswap-dao-governance-overview/31|https://gov.blockswap.network/,accept_worker_row,
2267,465495-13,docStribute,skip_candidate,[],skip_candidate,[],pass,,,https://www.docstribute.com/,accept_worker_row,
2268,938658-16,ionRoad,light,[],light,[],pass,,,https://www.ionroad.io/,accept_worker_row,
2269,465528-61,Anoma,full,"[""XAN""]",full,"[""XAN""]",pass,,,https://anoma.net/|https://www.coingecko.com/en/coins/anoma,accept_worker_row,
2270,466692-40,Centaur (Financial Software),full,"[""CNTR""]",full,"[""CNTR""]",pass,,,https://www.coingecko.com/en/coins/centaur|https://coinmarketcap.com/currencies/centaur/,accept_worker_row,
2271,183674-26,Aventus (Financial Software),full,"[""AVT""]",full,"[""AVT""]",pass,,,https://aventus.io/community|https://gatewaydocs.aventus.io/docs/category/avt-token|https://gatewaydocs.aventus.io/,accept_worker_row,
2272,465590-62,SingularityDAO,full,"[""SDAO"", ""SFI""]",full,"[""SDAO"", ""SFI""]",pass,,,https://www.coingecko.com/en/coins/singularitydao|https://www.coingecko.com/en/coins/singularity-finance|https://public.dev.singularitydao.ai/sfi/static/pdf/privacy_policy.pdf|https://public.dev.singularitydao.ai/sfi/static/pdf/cookie_policy.pdf,accept_worker_row,
2273,465601-69,Karlsgate,light,[],light,[],pass,,,https://www.karlsgate.com/,accept_worker_row,
2274,465625-36,ThirdFi,light,[],light,[],pass,,,https://thirdfi.gitbook.io/thirdfi.org/|https://thirdfi.gitbook.io/thirdfi.org/faq,accept_worker_row,
2275,465672-88,Dfyn,full,"[""DFYN""]",full,"[""DFYN""]",pass,,,https://www.dfyn.network/|https://docs.dfyn.network/token-utility|https://docs.dfyn.network/tokenomics,accept_worker_row,
2276,465673-69,Finminity,full,"[""FMT""]",full,"[""FMT""]",pass,,,https://coinmarketcap.com/currencies/finminity/|https://www.coingecko.com/en/coins/finminity|https://www.forbes.com/digital-assets/assets/finminity-fmt/,accept_worker_row,
2277,465675-94,Krida Fans,full,"[""KRIDA""]",full,"[""KRIDA""]",pass,,,https://coinmarketcap.com/currencies/kridafans/|https://www.coingecko.com/en/coins/krida-fans,accept_worker_row,
2278,465677-11,NFT Alley,full,"[""ALLEY""]",full,"[""ALLEY""]",pass,,,https://coinmarketcap.com/currencies/nft-alley/|https://blockspot.io/coin/nft-alley/,accept_worker_row,
2279,465678-01,Aconomy Labs,full,[],full,[],pass,,,https://pandora.finance/|https://pandora.finance/about,accept_worker_row,
2280,465678-73,Pontoon Finance,full,"[""TOON""]",full,"[""TOON""]",pass,,,https://coinmarketcap.com/currencies/pontoon/|https://www.coingecko.com/en/coins/pontoon,accept_worker_row,
2281,465680-26,Sienna Network,full,"[""SIENNA""]",full,"[""SIENNA""]",pass,,,https://sienna.network/tokens/|https://docs.sienna.network/main/frequently-asked-questions|https://docs.sienna.network/,accept_worker_row,
2282,466628-77,CryptoCurve,full,"[""CURV""]",full,"[""CURV""]",pass,,,https://cryptoslate.com/coins/cryptocurve/|https://www.coincodex.com/ico/cryptocurve/|https://cryptocurve.io/,accept_worker_row,
2283,465697-09,The Fabricant Agency,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2284,465766-21,Lever Network,full,"[""LEV""]",full,"[""LEV""]",pass,,,https://lever.network/|https://www.coinbase.com/price/lever-token|https://www.coingecko.com/en/coins/lever-network/usd,accept_worker_row,
2285,465766-66,Blocto,full,"[""BLT""]",full,"[""BLT""]",pass,,,https://blocto.io/ja/about|https://coinmarketcap.com/currencies/blocto/,accept_worker_row,
2286,465771-07,ICRYPEX,full,"[""ICPX""]",full,"[""ICPX""]",pass,,,https://research.icrypex.com/en/icrypex-token-icpx-transactions-started/,accept_worker_row,
2287,465784-03,Kirobo,full,"[""KIRO""]",full,"[""KIRO""]",pass,,,https://www.kirobo.io/|https://coinmarketcap.com/currencies/kirobo/,accept_worker_row,
2288,465812-29,Wilder World,full,"[""WILD""]",full,"[""WILD""]",pass,,,https://www.wilderworld.com/|https://wiki.wilderworld.com/vision-paper-and-road-maps/the-economy|https://wiki.wilderworld.com/tokens-and-wallets/usdwild,accept_worker_row,
2289,465818-41,Genesis Shards,full,"[""GS""]",full,"[""GS""]",pass,,,https://genshards.com/|https://coinmarketcap.com/currencies/genesis-shards/|https://www.coingecko.com/en/coins/genesis-shards,accept_worker_row,
2290,465818-50,Chainflux,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2291,465829-66,RelayPay,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2292,466017-22,CyberTrade,full,[],full,[],pass,,,https://www.cybertrade.io/|https://www.cybertrade.io/cybertrade-tokenomics,accept_worker_row,
2293,465850-27,Refinable,full,"[""FINE""]",full,"[""FINE""]",pass,,,https://refinable.com/|https://coinmarketcap.com/academy/article/what-is-refinable|https://coinmarketcap.com/currencies/refinable/|https://www.coingecko.com/en/coins/refinable,accept_worker_row,
2294,465854-77,Numio,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2295,465901-75,Moma Finance,full,"[""MOMAT""]",full,"[""MOMAT""]",pass,,,https://docs.moma.finance/moma-tokenomics|https://coinmarketcap.com/currencies/moma-protocol/,accept_worker_row,
2296,465902-29,Burnt,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2297,466853-86,Dprating,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2298,465907-78,Bitspawn,full,"[""SPWN""]",full,"[""SPWN""]",pass,,,https://bitspawn.io/|https://www.coingecko.com/en/coins/bitspawn|https://coinmarketcap.com/currencies/bitspawn-protocol/,accept_worker_row,
2299,277435-54,KNNX,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2300,465919-84,Orbital (United Kingdom),skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2301,466135-21,Pancakeswap,full,"[""CAKE""]",full,"[""CAKE""]",pass,,,https://docs.pancakeswap.finance/protocol/cake-tokenomics|https://docs.pancakeswap.finance/earn/cakepad|https://pancakeswap.finance/,accept_worker_row,
2302,465946-21,IZNES,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2303,465947-47,Societe Generale - Forge,full,"[""EURCV"",""USDCV""]",full,"[""EURCV"",""USDCV""]",pass,,,https://www.sgforge.com/|https://www.sgforge.com/societe-generale-forge-launches-coinvertible-the-first-institutional-stablecoin-deployed-on-a-public-blockchain/|https://www.sgforge.com/product/coinvertible/,accept_worker_row,
2304,465951-70,LiveArt,full,"[""ART""]",full,"[""ART""]",pass,,,https://liveart.io/|https://docs.liveart.xyz/liveart/introduction/products/usdart-token|https://coinmarketcap.com/currencies/liveart/|https://www.coingecko.com/en/coins/liveart,accept_worker_row,
2305,183595-69,Xago Technologies,full,"[""XUS"",""XUSD""]",full,[],wrong_project_mapping,wrong_project_mapping,Xago is a stablecoin payments platform; the cited XUS/XUSD pages are unrelated stablecoin listings and do not establish a company-owned token.,https://xago.io/|https://xago.io/faqs/|https://xago.io/supported-currencies/,edit_row,"{""task_index"":""2305"",""company_id"":""183595-69"",""company_name"":""Xago Technologies"",""normalized_domain"":""xago.io"",""company_type"":""service_provider"",""crypto_project_likelihood"":""high"",""project_search_required"":""yes"",""project_search_reason"":""Stablecoin payments platform with XUS and XUSD token signals"",""project_name"":""[\""Xago stablecoin system\""]"",""project_url"":""[\""https://xago.io/\""]"",""status"":""completed"",""completed_at"":"""",""token_ticker"":""[]"",""token_name"":""[]"",""token_url"":""[]"",""has_token_evidence"":""no: official Xago pages describe payments rails and supported currencies, but no company-owned fungible token is disclosed."",""evidence_urls"":""https://xago.io/|https://xago.io/faqs/|https://xago.io/supported-currencies/"",""evidence_source_types"":""official_site|official_site|official_site"",""confidence"":""medium"",""needs_manual_review"":""no""}"
2306,466443-64,RoamsysNext,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2307,559664-74,Fluent Labs,full,"[""BLEND""]",full,"[""BLEND""]",pass,,,https://docs.fluent.xyz/knowledge-base/fluent-overview/|https://docs.fluent.xyz/|https://coinmarketcap.com/currencies/fluent/,accept_worker_row,
2308,560286-55,Tradedog Market Maker,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
2309,654670-99,Bitstaker,light,[],light,[],pass,,,https://bitstaker.io/|https://www.cbinsights.com/company/bitstaker|https://messari.io/project/bitstaker/profile,accept_worker_row,
2310,654678-46,Hyperbridge,full,"[""BRIDGE""]",full,"[""BRIDGE""]",pass,,,https://hyperbridge.network/bridge|https://hyperbridge.network/|https://blog.hyperbridge.network/polkadot-rollup-hyperbridge-extends-initial-relayer-offering-after-selling-over-52-million-tokens/,accept_worker_row,
2311,747973-72,Stable Sea,light,[],light,[],pass,,,https://www.stablesea.xyz/,accept_worker_row,
2312,277760-44,CarbonLab,light,[],light,[],pass,,,https://www.creditcarbon.io/,accept_worker_row,
2313,749043-73,Tokenit,full,[],full,[],pass,,,https://tokenit.cl/,accept_worker_row,
2314,1220028-31,Celare Quantum Communications,skip_candidate,[],skip_candidate,[],pass,,,https://celare-quantum.com/,accept_worker_row,
2315,466485-67,Propel (Business / Productivity Software),full,"[""PEL""]",full,"[""PEL""]",pass,,,https://docs.propel.xyz/pel-token/tokenomics|https://propel.xyz/,accept_worker_row,
2316,653945-77,Crwdunit,full,[],full,[],pass,,,https://crwdunit.com/|https://crowdpointtech.com/,accept_worker_row,
2317,937214-74,Moon Tropica,full,"[""CAH""]",full,"[""CAH""]",pass,,,https://docs.moontropica.com/|https://blog.moontropica.com/2025/01/31/bringing-cah-to-bnb-chain-with-entangle/,accept_worker_row,
2318,653485-69,Onramp MENA,skip_candidate,[],skip_candidate,[],pass,,,https://www.onrampmena.com/fundamentals,accept_worker_row,
2319,181610-20,Opporty,full,"[""OPP""]",full,"[""OPP""]",pass,,,https://cryptoslate.com/coins/opporty/|https://etherscan.io/token/0x8ef7c0cf8fe68076446803bb9035bd2a3a5e1581,accept_worker_row,
2320,560666-17,Evrloot,light,[],light,[],pass,,,https://evrloot.com/,accept_worker_row,
2321,465456-07,BioCrowd,light,[],light,[],pass,,,https://www.biocrowd.com/|https://www.biocrowd.com/investor,accept_worker_row,
2322,465698-89,CrediVault,skip_candidate,[],skip_candidate,[],pass,,,https://credivault.com/,accept_worker_row,
2323,560748-79,Exa Protocol,full,"[""XAP""]",full,"[""XAP""]",pass,,,https://www.exaprotocol.com/token|https://www.exaprotocol.com/,accept_worker_row,
2324,466604-56,Marshmallow Jetpack,skip_candidate,[],skip_candidate,[],pass,,,https://www.marshmallowjetpack.com/,accept_worker_row,
2325,466747-75,Epik,full,"[""EPIK""]",full,"[""EPIK""]",pass,,,https://docs.epikprime.com/epik/epik-token/token-utility|https://www.epik.gg/,accept_worker_row,
2326,466633-09,Modefi,full,"[""MOD""]",full,"[""MOD""]",pass,,,https://docs.modefi.io/token/token-utility|https://modefi.io/,accept_worker_row,
2327,181395-73,Foris,light,[],light,[],pass,,,https://www.foris.co/,accept_worker_row,
2328,466854-13,Essentia One,full,"[""ESS""]",full,"[""ESS""]",pass,,,https://www.essentia.one/|https://www.coingecko.com/en/coins/essentia,accept_worker_row,
2329,559876-87,Decentralized,skip_candidate,[],skip_candidate,[],pass,,,https://dxed.io/,accept_worker_row,
2330,466174-81,Bitowls,light,[],light,[],pass,,,https://www.bitowls.com/,accept_worker_row,
2331,182443-87,RiskBazaar,light,[],light,[],pass,,,https://riskbazaar.org/|https://www.thecompanycheck.com/company/b/riskbazaar/c51e938372de4deb8,accept_worker_row,
2332,181766-35,Rehive,light,[],light,[],pass,,,https://www.rehive.com/|https://www.rehive.com/stellar,accept_worker_row,
2333,277301-08,BT Exchange,full,"[""BTXG""]",full,"[""BTXG""]",pass,,,https://www.bullionz.com/token|https://www.bullionz.com/exchange|https://blockspot.io/exchange/bt-exchange-uab/,accept_worker_row,
2334,466735-60,Menai Financial Group,skip_candidate,[],skip_candidate,[],pass,,,https://menai.io/,accept_worker_row,
2335,465447-16,Credits,full,"[""CS""]",full,"[""CS""]",pass,,,https://developers.credits.com/documentation/introduction|https://blockchain.credits.com/credits-coin.html,accept_worker_row,
2336,277785-28,SpiderPool,skip_candidate,[],skip_candidate,[],pass,,,https://support.spiderpool.com/announcements/spiderpool-launches-pplns-btc-mining-with-zero-fees-for-120-days,accept_worker_row,
2337,466884-73,Bingeable,skip_candidate,[],skip_candidate,[],pass,,,https://www.bingeable.net/,accept_worker_row,
2338,181491-85,Citizen Hex,light,[],light,[],pass,,,https://citizenhex.com/|https://www.cbinsights.com/company/citizen-hex,accept_worker_row,
2339,466041-25,Dapp Pocket,light,[],light,[],pass,,,https://www.dapppocket.io/|https://www.dapppocket.io/contact,accept_worker_row,
2340,466451-20,Cryptonovae,full,"[""YAE""]",full,"[""YAE""]",pass,,,https://coinmarketcap.com/currencies/cryptonovae/|https://tokeninsight.com/en/coins/cryptonovae/tokenomics,accept_worker_row,
2341,183733-57,Bytable,skip_candidate,[],skip_candidate,[],pass,,,https://shop.bytablefoods.com/,accept_worker_row,
2342,466867-18,OneLedger,full,"[""OLT""]",full,"[""OLT""]",pass,,,https://www.oneledger.io/|https://coinmarketcap.com/currencies/oneledger/,accept_worker_row,
2343,466444-54,DEXTools,full,"[""DEXT""]",full,"[""DEXT""]",pass,,,https://www.dextools.io/|https://info.dextools.io/dext-token/,accept_worker_row,
2344,181990-90,Once Sync,light,[],light,[],pass,,,https://oncesync.com/|https://www.f6s.com/company/oncesynclimited,accept_worker_row,
2345,181944-46,Simplewealth,light,[],light,[],pass,,,https://simplewealth.ch/|https://simplewealth.ch/?lang=en,accept_worker_row,
2346,466846-39,Crafting Finance,full,"[""CRF""]",full,"[""CRF""]",pass,,,https://crafting.finance/|https://coinmarketcap.com/currencies/crafting-finance/,accept_worker_row,
2347,277248-97,HashLynx,skip_candidate,[],skip_candidate,[],pass,,,https://www.hashlynx.com/|https://hashlynx.com/AboutUs.php,accept_worker_row,
2348,87055-57,Notus,full,[],full,[],pass,,,https://notus.network/|https://docs.notus.network/,accept_worker_row,
2349,466848-46,Jura Protocol,full,"[""JREX""]",full,"[""JREX""]",pass,,,https://jura.network/|https://cs.probit.com/hc/en-us/articles/360035361672-ProBit-Global-Lists-Jura-JREX,accept_worker_row,
2350,559890-01,Dxone,full,"[""DX1S"",""DX1U""]",full,"[""DX1S"",""DX1U""]",pass,,,https://dxone.com/|https://dxone.com/assets/resources/dx1_WhitePaper_v1.1.pdf?v=1.3.98|https://dxone.medium.com/what-is-a-discount-token-2aec88b2f6d0,accept_worker_row,
2351,466631-74,ParamNetwork,full,"[""PARAM""]",full,"[""PARAM""]",pass,,,https://www.param.network/|https://coinmarketcap.com/currencies/param/,accept_worker_row,
2352,465811-84,AIOZ Network,full,"[""AIOZ""]",full,"[""AIOZ""]",pass,,,https://aioz.network/|https://aioz.network/blog/aioz-network-token-metrics-explained,accept_worker_row,
2353,183101-50,FunFair Technologies,full,"[""FUN""]",full,"[""FUN""]",pass,,,https://funfair.io/|https://coinmarketcap.com/currencies/funtoken/,accept_worker_row,
2354,466147-27,Butterfly Protocol,full,"[""BFLY""]",full,"[""BFLY""]",pass,,,https://www.butterflyprotocol.io/|https://coinmarketcap.com/currencies/butterfly-protocol-2/,accept_worker_row,
2355,88158-43,Signatur,light,[],light,[],pass,,,https://www.crunchbase.com/organization/signatur|https://signatur.co/,accept_worker_row,
2356,276202-72,Comunytek Consultores,skip_candidate,[],skip_candidate,[],pass,,,https://comunytek.com/,accept_worker_row,
2357,465858-10,6th Man Ventures,skip_candidate,[],skip_candidate,[],pass,,,https://6thman.ventures/,accept_worker_row,
2358,465952-33,Raydium,full,"[""RAY""]",full,"[""RAY""]",pass,,,https://raydium.io/|https://docs.raydium.io/raydium/tokenomics/the-ray-token,accept_worker_row,
2359,277684-84,KrowdMentor,skip_candidate,[],skip_candidate,[],pass,,,https://www.krowdmentor.com/,accept_worker_row,
2360,181970-92,Xtech,light,[],light,[],pass,,,https://xtech-ai.co/about-us/|https://www.crunchbase.com/organization/xtech,accept_worker_row,
2361,85769-65,String (California),light,[],light,[],pass,,,https://messari.io/project/string-technologies|https://string.technology/,accept_worker_row,
2362,182812-60,Exceptional Software Strategies,skip_candidate,[],skip_candidate,[],pass,,,https://exceptionalsoftware.com/,accept_worker_row,
2363,85856-77,Hashtaag,skip_candidate,[],skip_candidate,[],pass,,,https://hashtaag.com/,accept_worker_row,
2364,85943-71,WePower,full,"[""WPR""]",full,"[""WPR""]",pass,,,https://wepower.network/|https://coinmarketcap.com/currencies/wepower/,accept_worker_row,
2365,748619-29,Medex Finance,skip_candidate,[],skip_candidate,[],pass,,,https://medexfinance.com/,accept_worker_row,
