task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
11125,512293-33,Thala,thalalabs.xyz,protocol_or_network,high,yes,Official site/docs identify Thala's THL governance token and MOD stablecoin.,"[""Thala""]","[""https://www.thalalabs.xyz/""]",completed,2026-04-29T21:28:26.169205Z,"[{""token_symbol"":""THL"",""token_name"":""Thala"",""token_url"":""https://coinmarketcap.com/currencies/thala/"",""reason"":""Thala Labs is the original organization behind the Thala DeFi protocol; official Thala Labs materials identify THL as the governance token, and ecosystem sources identify Thala Labs and its co-founder role in the protocol."",""evidence_urls"":[""https://thalalabs.medium.com/thala-integrates-layerzero-move-dollar-and-thl-as-omnichain-fungible-tokens-969f181e10f0"",""https://www.pyth.network/blog/new-pyth-data-provider-thala"",""https://aptosnetwork.com/ecosystem/directory/thala-labs"",""https://thalalabs.medium.com/""],""evidence_source_types"":[""official_blog"",""ecosystem_source"",""ecosystem_source"",""official_blog""]},{""token_symbol"":""MOD"",""token_name"":""Move Dollar"",""token_url"":""https://thalalabs.medium.com/thala-integrates-layerzero-move-dollar-and-thl-as-omnichain-fungible-tokens-969f181e10f0"",""reason"":""Thala Labs is the original organization behind the Thala DeFi protocol; official Thala Labs materials identify Move Dollar (MOD) as a core protocol stablecoin, and ecosystem sources identify Thala Labs and its co-founder role in the protocol."",""evidence_urls"":[""https://thalalabs.medium.com/thala-integrates-layerzero-move-dollar-and-thl-as-omnichain-fungible-tokens-969f181e10f0"",""https://www.pyth.network/blog/new-pyth-data-provider-thala"",""https://aptosnetwork.com/ecosystem/directory/thala-labs"",""https://thalalabs.medium.com/""],""evidence_source_types"":[""official_blog"",""ecosystem_source"",""ecosystem_source"",""official_blog""]}]","Thala Labs is the original organization behind the Thala DeFi protocol; official Thala Labs materials identify Move Dollar (MOD) as a core protocol stablecoin, and ecosystem sources identify Thala Labs and its co-founder role in the protocol.; Thala Labs is the original organization behind the Thala DeFi protocol; official Thala Labs materials identify THL as the governance token, and ecosystem sources identify Thala Labs and its co-founder role in the protocol.","Official site, medium announcement, and token data pages show the THL governance token and MOD stablecoin.",https://www.thalalabs.xyz/|https://thalalabs.medium.com/thala-integrates-layerzero-move-dollar-and-thl-as-omnichain-fungible-tokens-969f181e10f0|https://coinmarketcap.com/currencies/thala/|https://app.tokenomics.com/tokenomics/thala,official_site|official_blog|secondary_source|secondary_source,high,no
11138,513207-28,TheForce.Trade,theforce.trade,dapp_or_product,high,yes,TheForce.Trade has a supported FOC token lineage and required full token-family search.,"[""TheForce.Trade""]","[""https://theforce.trade/""]",completed,2026-04-29T21:33:26Z,"[{""token_symbol"":""FOC"",""token_name"":""TheForce Trade"",""token_url"":""https://coinmarketcap.com/currencies/theforce-trade/"",""reason"":""TheForce.Trade is the original DeFi/NFT data-aggregation project behind FOC, with its official publication describing the team, platform, and FOC vault/usage."",""evidence_urls"":[""https://theforce.trade/"",""https://theforcetrade.medium.com/theforce-trade-initiated-a-secure-asset-fund-for-users-safu-53a4e2b960d"",""https://coinmarketcap.com/currencies/theforce-trade/""],""evidence_source_types"":[""official_site"",""official_blog"",""coinmarketcap""]}]",TheForce.Trade qualifies because the company/project is the original platform issuing and operating the FOC token ecosystem.,"CoinMarketCap, CryptoSlate, and Bybit identify FOC as TheForce.Trade token.",https://theforce.trade/|https://coinmarketcap.com/academy/article/learn-about-theforce-trade-to-earn-100-000-foc-tokens|https://cryptoslate.com/coins/theforce-trade/|https://www.bybit.com/en/price/theforce-trade/,official_site|secondary_source|secondary_source|secondary_source,high,no
11139,512540-74,AppLayer (Software Development Applications),applayer.com,protocol_or_network,high,yes,AppLayer docs identify APPL token requirements and the project has former SparqNet lineage.,"[""AppLayer""]","[""https://applayer.com/""]",completed,2026-04-29T21:33:27Z,"[{""token_symbol"":""APPL"",""token_name"":""APPL"",""token_url"":""https://docs.applayer.com/testnet/how-applayer-works/validators"",""reason"":""AppLayer/AppLayer Labs is the original network development organization for AppLayer; official docs identify APPL as required for validators/sentinels and describe AppLayer Labs-controlled early network components."",""evidence_urls"":[""https://applayer.com/"",""https://docs.applayer.com/testnet"",""https://docs.applayer.com/testnet/how-applayer-works/validators"",""https://docs.applayer.com/testnet/how-applayer-works/sentinels"",""https://docs.applayer.com/testnet/how-applayer-works/bridging""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs"",""official_docs"",""official_docs""]}]","AppLayer qualifies because official materials identify the AppLayer network and APPL token, and AppLayer Labs/the managing company is described as developing and operating early core network components.","Official AppLayer docs require APPL for validators/sentinels, confirming the native token.",https://applayer.com/|https://docs.applayer.com/|https://docs.applayer.com/testnet/how-applayer-works/validators|https://icoanalytics.org/projects/applayer-ex-sparqnet/,official_site|official_docs|official_docs|secondary_source,high,no
11142,512601-04,Fruitlab,fruitlab.com,gaming_or_nft,high,yes,Fruitlab native PIP token is documented on CoinMarketCap and the official platform.,"[""Fruitlab""]","[""https://www.fruitlab.com/""]",completed,2026-04-29T21:33:30Z,"[{""token_symbol"":""PIP"",""token_name"":""PIP"",""token_url"":""https://coinmarketcap.com/currencies/pip-token/"",""reason"":""Fruitlab is the original gaming platform behind PIP; sources describe PIP as Fruitlab's native/own cryptocurrency and a reward token implemented on the Fruitlab platform."",""evidence_urls"":[""https://www.fruitlab.com/"",""https://coinmarketcap.com/currencies/pip-token/"",""https://www.eu-startups.com/2022/11/london-based-gaming-community-fruitlab-raises-e1-5-million-to-boost-its-platform/"",""https://bdaily.co.uk/articles/2023/04/17/blockchain-based-gaming-community-reaches-huge-milestone-with-cryptocurrency-platform-listing""],""evidence_source_types"":[""official_site"",""coinmarketcap"",""secondary_source"",""secondary_source""]}]","Fruitlab qualifies because the company/platform is the original organization behind its native PIP token ecosystem, not a later participant.",CoinMarketCap identifies PIP as Fruitlab native token.,https://www.fruitlab.com/|https://coinmarketcap.com/currencies/pip-token/,official_site|coinmarketcap,high,no
11149,607972-42,SeaPad,seafi.ai,protocol_or_network,high,yes,SeaFi formerly SeaPad; token audit/docs identify the native SPT token.,"[""SeaFi""]","[""https://docs.seafi.ai/""]",completed,2026-04-29T21:33:37Z,"[{""token_symbol"":""SPT"",""token_name"":""SeaFi"",""token_url"":""https://coinmarketcap.com/currencies/seapad/"",""reason"":""SeaPad/SeaFi is the original launchpad/growth-hub project issuing SPT; official SeaFi materials and token pages map SPT to the SeaPad/SeaFi platform ecosystem."",""evidence_urls"":[""https://docs.seafi.ai/"",""https://docs.seafi.ai/token-audit-certificate"",""https://coinmarketcap.com/currencies/seapad/"",""https://medium.com/@seafi.ai/introducing-seapad-v2-a-revolutionary-upgrade-for-the-future-of-token-launchpad-4fbd18db49d9""],""evidence_source_types"":[""official_docs"",""official_docs"",""coinmarketcap"",""official_blog""]}]",SeaPad qualifies because the company/project is the original SeaPad/SeaFi platform behind the native SPT token ecosystem.,SeaFi docs and token audit material identify SPT as the native token; SeaPad is the prior name.,https://docs.seafi.ai/|https://docs.seafi.ai/token-audit-certificate|https://coinmarketcap.com/currencies/seapad/,official_docs|official_docs|coinmarketcap,high,no
11153,512784-01,Gentarium International,gtmcoin.io,mining_or_validator,high,yes,Gentarium is a mineable cryptocurrency with the GTM ticker.,"[""Gentarium""]","[""https://gtmcoin.io/""]",completed,2026-04-29T21:33:41Z,"[{""token_symbol"":""GTM"",""token_name"":""Gentarium"",""token_url"":""https://coinmarketcap.com/currencies/gentarium/"",""reason"":""Gentarium/Gentarium International is the original cryptocurrency project behind GTM, with official site, explorer, and repository links mapping the project to the GTM coin."",""evidence_urls"":[""https://gtmcoin.io/"",""https://explorer.gtmcoin.io/"",""https://github.com/genterium-project/gentarium-2.0"",""https://coinmarketcap.com/currencies/gentarium/""],""evidence_source_types"":[""official_site"",""explorer"",""github"",""coinmarketcap""]}]",Gentarium International qualifies because Gentarium is the original cryptocurrency project for GTM rather than a later ecosystem participant.,CoinMarketCap and the official site identify GTM as the Gentarium token.,https://coinmarketcap.com/currencies/gentarium/|https://gtmcoin.io/|https://explorer.gtmcoin.io/,coinmarketcap|official_site|explorer,high,no
11157,512860-69,Dexfolio,dexfolio.org,dapp_or_product,high,yes,Dexfolio has DEXF token utility across the app and web dApp.,"[""Dexfolio""]","[""https://tools.dexfolio.org/""]",completed,2026-04-29T21:33:45Z,"[{""token_symbol"":""DEXF"",""token_name"":""Dexfolio"",""token_url"":""https://coinmarketcap.com/currencies/dexfolio/"",""reason"":""Dexfolio is the original app/project behind DEXF; the founder/official Dexfolio publication and whitepaper describe building Dexfolio and the DEXF token for the platform."",""evidence_urls"":[""https://dexfolio.medium.com/my-identity-revealed-why-i-built-dexfolio-c1907f6ff32f"",""https://uploads-ssl.webflow.com/6025ebc37910077b4c0fc6cf/61f2a62b1acb85e22c0a5ebc_Dexfolio%20Whitepaper%202.0%20%282%29.pdf"",""https://coinmarketcap.com/currencies/dexfolio/""],""evidence_source_types"":[""official_blog"",""whitepaper"",""coinmarketcap""]}]","Dexfolio qualifies because the company/project is the original platform behind DEXF, as supported by its founder publication and whitepaper.",CoinMarketCap and the official Dexfolio site identify DEXF as the product token.,https://tools.dexfolio.org/|https://tools.dexfolio.org/crypto-calculator/|https://coinmarketcap.com/currencies/dexfolio/,official_site|official_site|coinmarketcap,high,no
11159,606495-79,Glue (Blockchain),glue.net,protocol_or_network,high,yes,Glue token pages identify GLUE as the native ecosystem token.,"[""Glue""]","[""https://glue.net/""]",completed,2026-04-29T21:33:47Z,"[{""token_symbol"":""GLUE"",""token_name"":""Glue"",""token_url"":""https://glue.net/token/"",""reason"":""Glue is the original blockchain ecosystem behind GLUE; official materials and token pages describe Glue as a blockchain/network and GLUE as the native utility token powering the ecosystem, with founder materials identifying the original founders."",""evidence_urls"":[""https://glue.net/"",""https://glue.net/token/"",""https://medium.com/@GlueNet/glue-the-web3-network-built-for-regular-users-38ea9ade451f"",""https://coinmarketcap.com/currencies/bridged-glue/""],""evidence_source_types"":[""official_site"",""official_site"",""official_blog"",""coinmarketcap""]}]",Glue qualifies because the company/project is the original Glue blockchain ecosystem and GLUE is its native token.,Official token pages and blockchain docs identify GLUE as the native token.,https://glue.net/|https://glue.net/token/|https://www.coingecko.com/en/chains/glue,official_site|official_site|coingecko,high,no
11167,606748-33,Compute labs,computelabs.ai,protocol_or_network,high,yes,Official docs describe miniGPU tokens for fractional GPU ownership.,"[""Compute Tokenization Protocol""]","[""https://www.computelabs.ai/en"",""https://compute-labs.gitbook.io/compute-labs/compute-tokenization-protocol""]",completed,,"[{""token_symbol"":""miniGPU"",""token_name"":""miniGPU"",""token_url"":""https://compute-labs.gitbook.io/compute-labs/compute-tokenization-protocol/gnfts-and-minigpu"",""reason"":""Official Compute Labs sources say Compute Labs is establishing the compute financial ecosystem from zero and introduces CTP with GNFT and miniGPU tokens, supporting its original-organization role for the tokenized protocol."",""evidence_urls"":[""https://www.computelabs.ai/en/about"",""https://compute-labs.gitbook.io/compute-labs"",""https://compute-labs.gitbook.io/compute-labs/compute-tokenization-protocol/gnfts-and-minigpu""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",Compute Labs qualifies for the rule for miniGPU because official sources present it as the original organization introducing the Compute Tokenization Protocol and miniGPU token system.,Official docs describe GNFT and miniGPU tokens for fractional GPU ownership.,https://www.computelabs.ai/en|https://compute-labs.gitbook.io/compute-labs/compute-tokenization-protocol/gnfts-and-minigpu|https://help.computelabs.ai/en/docs/products-tokens/gnfts-minigpu-tokens-explained,official_site|official_docs|official_docs,medium,no
11170,607012-84,Ponchiqs,ponchiqs.com,gaming_or_nft,high,yes,Official ToyPaper docs identify $PONCH as the ecosystem token.,"[""Ponchiqs""]","[""https://ponchiqs.com/ponchkick/"",""https://toypaper.ponchiqs.com/intro-to-ponchiqs-ecosystem""]",completed,,"[{""token_symbol"":""PONCH"",""token_name"":""PONCH"",""token_url"":""https://toypaper.ponchiqs.com/usdponch-token/distribution"",""reason"":""Official Ponchiqs ToyPaper says Ponchiqs Studios developed Ponchiqs and that the Ponchiqs ecosystem is powered by PONCH, supporting its original-organization role for the game-token ecosystem."",""evidence_urls"":[""https://toypaper.ponchiqs.com/intro-to-ponchiqs-ecosystem"",""https://toypaper.ponchiqs.com/usdponch-token/distribution"",""https://www.coingecko.com/en/coins/ponchiqs""],""evidence_source_types"":[""official_docs"",""official_docs"",""coingecko""]}]",Ponchiqs qualifies for the rule for PONCH because official ToyPaper materials identify Ponchiqs Studios as developer of the ecosystem and PONCH as the ecosystem token.,Official ToyPaper docs say the ecosystem is powered by $PONCH and describe distribution/staking; CoinGecko corroborates PONCH.,https://toypaper.ponchiqs.com/intro-to-ponchiqs-ecosystem|https://toypaper.ponchiqs.com/usdponch-token/distribution|https://www.coingecko.com/en/coins/ponchiqs,official_docs|official_docs|coingecko,high,no
11173,607082-59,CratD2C,cratd2csmartchain.io,protocol_or_network,high,yes,Official explorer and market data identify CRAT as the native coin.,"[""CratD2C""]","[""https://cratd2csmartchain.io/"",""https://explorer.cratd2csmartchain.io/""]",completed,,"[{""token_symbol"":""CRAT"",""token_name"":""CRAT"",""token_url"":""https://coinmarketcap.com/currencies/cratd2c/"",""reason"":""Official CratD2C whitepaper presents CratD2C as the Layer-1 DASC ecosystem and identifies CRAT as its native coin, supporting CratD2C as the original project organization behind the CRAT token system."",""evidence_urls"":[""https://cratd2csmartchain.io/pdf/whitepaper.pdf"",""https://explorer.cratd2csmartchain.io/"",""https://coinmarketcap.com/currencies/cratd2c/""],""evidence_source_types"":[""official_docs"",""explorer"",""coinmarketcap""]}]",CratD2C qualifies for the rule for CRAT because official materials present CratD2C as the original Layer-1 Smart Chain ecosystem and CRAT as its native coin.,Official explorer and CoinMarketCap identify CRAT as the native coin.,https://explorer.cratd2csmartchain.io/|https://coinmarketcap.com/currencies/cratd2c/,explorer|coinmarketcap,high,no
11174,607966-93,InpulseX,inpulsex.io,protocol_or_network,high,yes,Official docs identify $IPX as the native token.,"[""InpulseX""]","[""https://inpulsex.io/dashboard"",""https://docs.inpulsex.io/""]",completed,,"[{""token_symbol"":""IPX"",""token_name"":""IPX"",""token_url"":""https://docs.inpulsex.io/the-mission/ecosystems-native-token"",""reason"":""Official InpulseX docs state that the team developed the InpulseX project and identify IPX as the native token at the core of the ecosystem, supporting InpulseX as the original organization behind the token system."",""evidence_urls"":[""https://docs.inpulsex.io/"",""https://docs.inpulsex.io/the-mission/ecosystems-native-token"",""https://docs.inpulsex.io/team-of-visionaries/the-inpulsex-team""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_docs""]}]",InpulseX qualifies for the rule for IPX because official docs identify the InpulseX-developed ecosystem and its native IPX token.,Official docs and dashboard identify $IPX as the native token and list multichain contract addresses.,https://docs.inpulsex.io/the-mission/ecosystems-native-token|https://inpulsex.io/dashboard,official_docs|official_site,high,no
11177,607124-17,Lombard (Financial Software),lombard.finance,protocol_or_network,high,yes,Official Lombard docs identify BARD as the governance token and LBTC as the yield-bearing Bitcoin asset.,"[""Lombard Protocol"",""Lombard Protocol""]","[""https://docs.lombard.finance/"",""https://docs.lombard.finance/""]",completed,2026-04-29T23:23:28Z,"[{""token_symbol"":""BARD"",""token_name"":""BARD"",""token_url"":""https://docs.lombard.finance/lbtc-liquid-bitcoin/usdbard-lombards-token"",""reason"":""Official Lombard sources say Lombard was founded in 2024 and pioneered Bitcoin DeFi with LBTC; docs identify BARD as Lombard governance token, supporting Lombard as original organization of the protocol ecosystem."",""evidence_urls"":[""https://www.lombard.finance/"",""https://www.lombard.finance/blog/lombard-announces-bard-and-pre-launch-community-sale/"",""https://docs.lombard.finance/lbtc-liquid-bitcoin/usdbard-lombards-token""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]},{""token_symbol"":""LBTC"",""token_name"":""LBTC"",""token_url"":""https://docs.lombard.finance/use/use-lbtc"",""reason"":""Official Lombard sources say Lombard was founded in 2024 and pioneered Bitcoin DeFi with LBTC, supporting Lombard as original organization for the LBTC protocol asset."",""evidence_urls"":[""https://www.lombard.finance/"",""https://www.lombard.finance/blog/lombard-announces-bard-and-pre-launch-community-sale/"",""https://docs.lombard.finance/use/use-lbtc""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",Lombard qualifies for the rule for BARD and LBTC because official sources describe Lombard as founded in 2024 and as the organization that pioneered the LBTC-centered Bitcoin DeFi protocol.,Official docs identify BARD as Lombard's governance token and LBTC as its yield-bearing Bitcoin asset.,https://docs.lombard.finance/lbtc-liquid-bitcoin/usdbard-lombards-token|https://docs.lombard.finance/use/use-lbtc,official_docs|official_docs,high,no
11190,229915-54,Coral Health,mycoralhealth.com,dapp_or_product,high,yes,Official press release and whitepaper identify CHT as Coral Health's token.,"[""Coral Health""]","[""http://www.mycoralhealth.com/""]",completed,2026-04-29T23:23:28Z,"[{""token_symbol"":""CHT"",""token_name"":""Coral Health Token"",""token_url"":""http://www.mycoralhealth.com/tokens"",""reason"":""Coral Health launch materials and whitepaper identify Coral Health Research & Discovery Inc. as the organization building the healthcare blockchain ecosystem and Coral Health Token, supporting its original-organization role."",""evidence_urls"":[""http://www.mycoralhealth.com/tokens"",""https://www.prweb.com/releases/healthcare-technology-disruptor-coral-health-announces-highly-anticipated-token-sale-815934678.html"",""https://ww1.prweb.com/prfiles/2018/07/31/15661089/CoralHealth_WP.pdf""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",Coral Health qualifies for the rule for CHT because official launch and whitepaper materials identify Coral Health as the organization behind the healthcare blockchain ecosystem and Coral Health Token.,Official press release and whitepaper identify CHT as Coral Health's token.,http://www.mycoralhealth.com/tokens|https://www.prweb.com/releases/healthcare-technology-disruptor-coral-health-announces-highly-anticipated-token-sale-815934678.html|https://ww1.prweb.com/prfiles/2018/07/31/15661089/CoralHealth_WP.pdf,official_site|official_docs|official_docs,high,no
11191,1173323-26,PG Labs,pglab.io,service_provider,high,yes,PG Labs/alias PGL builds Pheasant Network; official docs expose $PNT.,"[""Pheasant Network""]","[""https://home.pheasant.network""]",completed,,"[{""token_symbol"":""PNT"",""token_name"":""PNT"",""token_url"":""https://docs.pheasant.network/ecosystem/pnt"",""reason"":""Pheasant Network is identified as a PG Labs project, and official materials describe PNT as part of the Pheasant Network ecosystem."",""evidence_urls"":[""https://www.businesswire.com/news/home/20251209713438/en/Pheasant-Network-by-PG-Labs-Raises-%242M-Seed-Round-to-Accelerate-AI-Powered-Intent-for-DeFAI"",""https://docs.pheasant.network/welcome/roadmap"",""https://docs.pheasant.network/ecosystem/pnt""],""evidence_source_types"":[""press_release"",""official_docs"",""official_docs""]}]",PG Labs qualifies because Pheasant Network is presented as a PG Labs-originated protocol project and PNT is the associated ecosystem token.,Official Pheasant docs include a $PNT page and roadmap references to PNT holder utility/governance.,https://home.pheasant.network/library/how-do-optimistic-bridges-work|https://docs.pheasant.network/welcome/roadmap|https://docs.pheasant.network/ecosystem/pnt,official_site|official_docs|official_docs,high,no
11199,513163-63,EchoLink,echolink.info,protocol_or_network,high,yes,Blockchain platform and token-swap lineage explicitly identify EKO.,"[""EchoLink""]","[""https://www.echolink.info/""]",completed,,"[{""token_symbol"":""EKO"",""token_name"":""EKO"",""token_url"":""https://www.echolink.info/tokenswap"",""reason"":""EchoLink announced the EKO currency for its blockchain platform and official pages preserve the EKO token lineage."",""evidence_urls"":[""https://www.prnewswire.com/news-releases/examining-the-eko-token-echolink-creates-new-currency-for-professional-recruitment-300559740.html"",""https://www.echolink.info/tokenswap"",""https://www.echolink.info/""],""evidence_source_types"":[""press_release"",""official_site"",""official_site""]}]",EchoLink qualifies because it is the original platform organization that announced/created the EKO token for the EchoLink ecosystem.,Official EchoLink pages identify the EKO token and its swap/upgrade lineage.,https://www.echolink.info/|https://www.echolink.info/tokenswap,official_site|official_site,high,no
11200,229317-04,DAOstack,daostack.notion.site,protocol_or_network,high,yes,DAO operating system with official GEN token sale / current token listing.,"[""DAOstack""]","[""https://daostack.notion.site/""]",completed,,"[{""token_symbol"":""GEN"",""token_name"":""GEN"",""token_url"":""https://coinmarketcap.com/currencies/daostack/"",""reason"":""DAOstack official materials identify GEN as the native utility of the DAOstack ecosystem and DAOstack entities as original issuer/builder of the DAOstack/GEN ecosystem."",""evidence_urls"":[""https://medium.com/daostack/daostack-token-sale-announcement-faq-ea3cd125a900"",""https://github.com/daostack/DAOstack-Hackers-Kit""],""evidence_source_types"":[""official_blog"",""official_github""]}]",DAOstack qualifies because official DAOstack sources identify GEN as the native DAOstack ecosystem token and show DAOstack as the original builder/issuer around the GEN/DAO ecosystem.,DAOstack's current update and CoinMarketCap listing identify GEN as the token.,https://daostack.notion.site/DAOstack-end-of-road-update-and-the-Common-Open-Development-program-announcement-b808c3bf9e3a4b47bd42b7a67da707b4|https://coinmarketcap.com/currencies/daostack/,official_site|coinmarketcap,high,no
11203,229870-45,Beefledger,beefledgersa.com,protocol_or_network,high,yes,BeefLedger docs identify current $BEEF token; older materials mention BLT so token-family continuity must be checked.,"[""BeefLedger""]","[""https://beefledger.gitbook.io/beefhub/01.-what-is-beefledger/what-is-beefledger/""]",completed,,"[{""token_symbol"":""BEEF"",""token_name"":""BEEF"",""token_url"":""https://beefledger.gitbook.io/beefhub/03.-beefledger-tokenomics/what-is-usdbeef-the-asset"",""reason"":""BeefLedger Limited is tied to the original BeefLedger blockchain application and BEEF Token powering the BeefLedger ecosystem."",""evidence_urls"":[""https://research.qut.edu.au/designlab/projects/beefledger/"",""https://beefledger.gitbook.io/beefhub/03.-beefledger-tokenomics/what-is-usdbeef-the-asset"",""https://www.beefcentral.com/news/liquidator-appointed-to-beef-blockchain-provider-beefledger/""],""evidence_source_types"":[""academic_project_page"",""official_docs"",""reliable_secondary""]}]",BeefLedger qualifies because reliable and project documentation tie BeefLedger Limited/the BeefLedger platform to the original blockchain application and BEEF token ecosystem.,Official BeefLedger docs identify $BEEF as the current payment token; legacy BLT naming was treated as historical.,https://beefledger.gitbook.io/beefhub/01.-what-is-beefledger/what-is-beefledger/|https://beefledger.gitbook.io/beefhub/03.-beefledger-tokenomics/what-is-usdbeef-the-asset|https://research.qut.edu.au/designlab/projects/beefledger/,official_docs|official_docs|official_site,high,no
11205,513206-29,Soteria (Financial Software),soteria.finance,protocol_or_network,high,yes,Mutual insurance protocol with SOTE/WSOTE token family.,"[""Soteria""]","[""https://soteria.finance/""]",completed,,"[{""token_symbol"":""SOTE"",""token_name"":""SOTE"",""token_url"":""https://coinmarketcap.com/currencies/soteria-token/"",""reason"":""Soteria Mutual is described as launching the initial SOTE token model for the Soteria mutual protocol."",""evidence_urls"":[""https://coinmarketcap.com/currencies/soteria/"",""https://coinmarketcap.com/currencies/soteria-token/""],""evidence_source_types"":[""coinmarketcap"",""coinmarketcap""]},{""token_symbol"":""WSOTE"",""token_name"":""WSOTE"",""token_url"":""https://coinmarketcap.com/currencies/soteria/"",""reason"":""WSOTE is the official wrapped form of genuine SOTE within the Soteria token system launched by Soteria Mutual."",""evidence_urls"":[""https://coinmarketcap.com/currencies/soteria/"",""https://coinmarketcap.com/currencies/soteria-token/""],""evidence_source_types"":[""coinmarketcap"",""coinmarketcap""]}]","Soteria qualifies because reliable token documentation describes Soteria Mutual launching the SOTE token model, with WSOTE as the official wrapped form in the same original protocol token system.","Official and market pages identify SOTE as the core token and WSOTE as its wrapped, tradeable form.",https://soteria.finance/|https://coinmarketcap.com/currencies/soteria-token/|https://coinmarketcap.com/currencies/soteria/,official_site|coinmarketcap|coinmarketcap,high,no
11209,608125-06,Tren Finance,tren.finance,protocol_or_network,high,yes,DeFi protocol with official XY and TREN token docs; token-family sweep required.,"[""Tren Finance""]","[""https://docs.tren.finance/""]",completed,,"[{""token_symbol"":""XY"",""token_name"":""XY"",""token_url"":""https://docs.tren.finance/tokens/xy"",""reason"":""Official Tren Finance docs define Tren Finance as the protocol ecosystem and XY as its core liquidity/debt token."",""evidence_urls"":[""https://docs.tren.finance/"",""https://docs.tren.finance/tokens/xy""],""evidence_source_types"":[""official_docs"",""official_docs""]},{""token_symbol"":""TREN"",""token_name"":""TREN"",""token_url"":""https://docs.tren.finance/tokens/tren-and-vetren"",""reason"":""Official Tren Finance docs define TREN as the value-accrual token and cornerstone of the Tren Finance ecosystem."",""evidence_urls"":[""https://docs.tren.finance/"",""https://docs.tren.finance/tokens/tren-and-vetren""],""evidence_source_types"":[""official_docs"",""official_docs""]}]",Tren Finance qualifies because official docs present it as the original protocol ecosystem and identify XY and TREN as core ecosystem tokens.,Official docs identify the XY synthetic dollar and the TREN value-accrual token; veTREN is vote-escrowed and excluded as non-fungible/locked.,https://docs.tren.finance/|https://docs.tren.finance/tokens/xy|https://docs.tren.finance/tokens/tren-and-vetren,official_docs|official_docs|official_docs,high,no
11214,607858-84,Agorafinance.xyz,agorafinance.xyz,protocol_or_network,high,yes,Stealth fintech maps to Agora Finance / Agora Dollar (AUSD); project/token identity needs full search.,"[""Agora Finance""]","[""https://docs.agora.finance/""]",completed,,"[{""token_symbol"":""AUSD"",""token_name"":""AUSD"",""token_url"":""https://docs.agora.finance/"",""reason"":""Agora official materials state that Agora created AUSD and official docs define the AUSD token contract/deployments."",""evidence_urls"":[""https://www.agora.finance/product/ausd"",""https://docs.agora.finance/"",""https://docs.agora.finance/contract-overview""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",Agora qualifies because official Agora materials state that Agora created AUSD and the docs identify the AUSD token system.,Official docs identify the Agora Dollar (AUSD) contract and deployments across chains.,https://docs.agora.finance/|https://docs.agora.finance/contract-overview|https://docs.agora.finance/contract-deployments,official_docs|official_docs|official_docs,high,no
11218,230140-36,Carry Tech,carryprotocol.io,protocol_or_network,high,yes,Carry Protocol maps to CRE via secondary sources; full search and lineage check required.,"[""Carry Protocol""]","[""https://carryprotocol.io/""]",completed,,"[{""token_symbol"":""CRE"",""token_name"":""CRE"",""token_url"":""https://coinmarketcap.com/currencies/carry/"",""reason"":""Carry/CARRY TECH is mapped to the original Carry Protocol company, and Carry-originated materials describe the separate Carry entity and CRE token."",""evidence_urls"":[""https://www.prnewswire.com/news-releases/brick-and-mortar-retail-is-going-on-the-blockchain-to-give-data-back-to-shoppers-300649261.html"",""https://www.preqin.com/data/profile/asset/carry-tech-pte--ltd-/562317"",""https://www.coinbase.com/price/carry""],""evidence_source_types"":[""press_release"",""company_database"",""token_data""]}]",Carry Tech qualifies because reliable sources map Carry Tech to Carry Protocol and Carry-originated materials describe Carry as a new/original protocol entity introducing CRE.,"Secondary token pages map Carry Protocol to CRE, but the mapping is not primary-source clean and remains manual-review only.",https://carryprotocol.io/|https://cryptoslate.com/coins/carry-protocol/|https://coinmarketcap.com/currencies/carry/,official_site|secondary_source|secondary_source,low,no
