task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
7976,432581-77,TimeChain,timecoin6.com,protocol_or_network,high,yes,"Official and secondary sources map TimeChain/timecoin6.com to the TimeCoinProtocol/TMCN ecosystem, but the company identity is ambiguous enough to require manual review.","[""brand_project_mismatch"",""token_keyword""]","[""https://timecoin6.com/"",""https://tmcn.io/""]",completed,2026-04-28T09:56:20Z,[],"TMCN evidence points to TimeTicket GmbH/TimeTicket Inc. and the TimeCoinProtocol project, while the input company identity is TimeChain/timecoin6.com; the founding-entity link to the provided company remains unresolved, so the rule is not included.","Dealroom, CoinMarketCap, and BitMart link timecoin6.com/TimeChain to the TMCN token, but the company identity remains ambiguous.",https://app.dealroom.co/companies/timechain_1|https://coinmarketcap.com/currencies/timecoinprotocol/|https://www.bitmart.com/en-US/support/articles/7922665245339/360000817854/1260803566049|https://tmcn.io/,secondary_source|coinmarketcap|secondary_source|official_site,low,yes,[]
8011,527291-83,Way,way.network,protocol_or_network,high,yes,"Current official docs describe Way Network as a zkOmnichain protocol, but legacy founder materials reference a PRESENCE/PRSNC token economy; no current supported fungible token ticker was confirmed.","[""Way Network""]","[""https://way.network/"",""https://way-networks-organization.gitbook.io/way-network""]",completed,2026-04-28T09:53:31Z,[],"No current supported fungible token was confirmed for Way Network; legacy PRESENCE/PRSNC token-economy references leave the original token status unresolved, so no the rule token can be included without manual review.","Current official docs confirm the protocol; legacy founder materials mention PRESENCE/PRSNC token economics, but no live current ticker was verified.",https://way-networks-organization.gitbook.io/way-network|https://achillrudolph.com/wp-content/uploads/2022/03/928aa-way-white-paper-3.0.pdf,official_docs|official_site,low,yes,[]
8026,433874-26,BTD,bitdisk.io,infrastructure_or_data,high,yes,"Secondary token pages and the project explorer identify Bitdisk/BTD as the fungible token, but the mapping remains secondary-only.","[""Bitdisk""]","[""https://explorer.bitdisk.io/""]",completed,2026-04-28T09:53:31Z,[],"BTD/Bitdisk evidence identifies the BTD storage-chain project and BitRice Foundation governance, but the company-to-founding-entity alignment for the task company BTD remains unresolved; no the rule token is included pending manual review.",CoinMarketCap and the project explorer identify Bitdisk/BTD as the distributed cloud-storage token.,https://coinmarketcap.com/currencies/bitdisk/|https://explorer.bitdisk.io/,coinmarketcap|explorer,low,yes,[]
8152,432557-29,ExChain,,protocol_or_network,high,yes,Secondary sources map ExChain to EXT but current lineage remains ambiguous,"[""ExChain""]","[""https://cryptoslate.com/coins/exchain/""]",completed,,[],"Only old secondary sources map ExChain to EXT, and the current project lineage/founding-entity evidence remains unresolved; without reliable official evidence of a the rule founding role, EXT is not included.",Secondary sources map ExChain to EXT / Experience Token but current lineage remains ambiguous,https://cryptoslate.com/coins/experience-token/|https://cryptoslate.com/coins/exchain/|https://www.coincarp.com/currencies/exchain/|https://www.youtocoin.com/coin/exchain,secondary_source|secondary_source|secondary_source|secondary_source,low,yes,[]
8193,431666-74,Easy Pay Chain,,dapp_or_product,high,yes,Source row explicitly names EPC tokens and a cryptocurrency payment platform.,"[""Easy Pay Chain""]","[""https://www.crunchbase.com/organization/easy-pay-chain""]",completed,2026-04-30T03:11:02Z,[],Public evidence for Easy Pay Chain/EPC is secondary and thin; no authoritative source confirms the company as an official founding entity or original organization behind an EPC blockchain/protocol ecosystem.,Source row explicitly names EPC tokens; public company profiles corroborate Easy Pay Chain (EPC) as a cross-border payment platform.,https://www.crunchbase.com/organization/easy-pay-chain|https://linkstock.net/easy-pay-chain/,secondary_source|secondary_source,low,yes,[]
8205,525575-98,Cata Labs,catalabs.org,protocol_or_network,high,yes,Cross-chain liquidity protocol with rebrand continuity and token ambiguity.,"[""Catalyst""]","[""https://catalabs.org""]",completed,2026-04-30T03:11:02Z,[],"Cata Labs is supported as the builder of Catalyst, but the CATA token mapping is not corroborated by reliable official evidence, so the rule inclusion remains unresolved.","Catalyst is a cross-chain liquidity protocol; secondary project pages name a CATA token, but current official docs do not corroborate it.",https://catalabs.org/|https://www.businesswire.com/news/home/20230426005029/en/Catalyst-Raises-%244.2-Million-Seed-Round-to-Build-Universal-Cross-Chain-Liquidity|https://catalyst-exchange.github.io/|https://icoanalytics.org/projects/catalyst/,official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
8220,431631-37,GST Energy Chain,,protocol_or_network,high,yes,Blockchain-native platform with unresolved public project/token mapping.,"[""GST Energy Chain""]",[],completed,2026-04-30T03:11:02Z,[],GST Energy Chain has unresolved public project/token evidence and no authoritative source confirming a the rule founding-entity token mapping.,Best-effort full search did not surface a supported fungible token mapping for GST Energy Chain.,https://www.google.com/search?q=%22GST+Energy+Chain%22|https://www.google.com/search?q=%22GST+Energy+Chain%22+blockchain,secondary_source|secondary_source,low,yes,[]
8500,521384-41,ECSA,ecsa.finance,infrastructure_or_data,medium,yes,"Current official site looks like logistics/automation, but secondary token pages point to BRLe for ECSA.","[""ECSA""]","[""https://ecsa.finance/""]",completed,,[],"Secondary sources identify ECSA as the BRLe stablecoin issuer, but current official identity and token/project lineage do not provide stable founding-organization evidence; the rule inclusion remains unresolved.","Official site and secondary token pages suggest a possible BRLe linkage, but the company identity and project lineage remain thin and not fully reconciled.",https://ecsa.finance/|https://icoanalytics.org/projects/ecsa/|https://cryptorank.io/ico/ecsa|https://icodrops.com/ecsa/,official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
8392,522998-56,Moongate,moongate.one,protocol_or_network,high,yes,Official site and CMC identify the Moongate ecosystem and MGT token.,"[""Moongate""]","[""https://www.moongate.one/""]",completed,,[],"The MGT token evidence maps to the Moongate attention-asset protocol at moongate.id, while the input company domain moongate.one points to a Solana trading/wallet product; no source resolves the input company as the original founding organization for MGT.",Official site and CMC identify the Moongate ecosystem and MGT token.,https://www.moongate.one/|https://coinmarketcap.com/currencies/moongate/|https://www.moongate.one/download,official_site|coinmarketcap|official_site,high,yes,[]
8394,523025-29,Buk Protocol,bukprotocol.ai,protocol_or_network,high,yes,"Official docs describe the BUK Protocol and staking of its tokens, but no supported fungible token ticker was found.","[""BUK Protocol""]","[""https://bukprotocol.ai/"",""https://docs.bukprotocol.io/product-documentation""]",completed,,[],BUK Protocol official materials reference $BUK as coming soon and secondary/on-chain token references remain thin; a current supported live token and founding-entity mapping are unresolved.,"Official docs describe tokenized hotel-booking infrastructure and staking, but no supported live fungible ticker was found.",https://docs.bukprotocol.io/product-documentation/overview/the-buk-protocol|https://docs.bukprotocol.io/buk-protocol-v2|https://bukprotocol.ai/,official_docs|official_docs|official_site,medium,yes,[]
8861,803093-77,Consensus Value Creation,pc.consensusvalue.com,infrastructure_or_data,high,yes,Web3 content value network with secondary token-sale references; full linkage review required.,"[""Consensus Value Creation""]","[""https://pc.web3cvc.com/""]",completed,,[],"the rule is not supported: CVC linkage for Consensus Value Creation is secondary-only, no official token/founding-organization evidence was found, and the CVC ticker collides with Civic.","Secondary sources identify a CVC token for Consensus Value Creation, but no official token page was reachable and ticker collision risk remains.",https://ecosystem.madrimasd.org/companies/consensus_value_creation|https://icoanalytics.org/projects/consensus-value-creation-cvc/|https://crypto-fundraising.info/projects/consensus-value-creation-cvc/|https://chaincatcher.com/en/article/2177886,secondary_source|secondary_source|secondary_source|secondary_source,low,yes,[]
8865,896962-51,ACM+,acm.plus,protocol_or_network,high,yes,Privacy-centric financial protocol with rebrand/legacy-name confusion around ACM and All Crypto Mechanics.,"[""AI Cross Matrix""]","[""https://acm.plus/""]",completed,,[],the rule is not supported because current ACM+ / AI Cross Matrix evidence describes a privacy protocol but does not officially bridge to the legacy All Crypto Mechanics ACM token page or establish a clear founding-token relationship.,"Current project pages and market data both point to ACM, but the token still appears under the legacy All Crypto Mechanics name on market pages.",https://acm.plus/|https://crypto-fundraising.info/projects/acm-ai-cross-matrix|https://icoanalytics.org/projects/acm-ai-cross-matrix/|https://coinmarketcap.com/currencies/all-crypto-mechanics/,official_site|secondary_source|secondary_source|coinmarketcap,medium,yes,[]
8922,522223-48,ChainsAtlas,chainsatlas.com,protocol_or_network,high,yes,"ChainsAtlas has a cross-chain blockchain platform and a documented dual-token system, so full token mapping was warranted.","[""ChainsAtlas""]","[""https://www.chainsatlas.com/""]",completed,2026-04-29T17:33:17Z,[],"ChainsAtlas has official cross-chain network and upcoming ATHA exposure evidence, but the the rule record is unresolved because the evidence does not cleanly establish a live the rule-qualified token together with an officially recognized original founding-organization role.","Official whitepaper and medium posts define a dual-token system (Athena governance token, Hermes utility token); a 2025 announcement offers exposure to upcoming $ATHA, but no public Hermes ticker was found.",https://www.chainsatlas.com/announcements/--how-%24atha-exposure-via-liquify-works-/|https://raw.githubusercontent.com/ChainsAtlas/whitepaper/main/whitepaper.pdf|https://chainsatlas.medium.com/chainsatlas-a-multi-chain-interoperability-network-cc446c7369ae,official_site|official_docs|official_docs,medium,yes,[]
9065,522141-76,FitEvo,fitevo.io,dapp_or_product,medium,yes,Official LP plus secondary token listings identify FIVO as FitEvo's token.,"[""FitEvo""]","[""https://lp.fitevo.io/""]",completed,2026-04-29T17:53:44Z,[],"FitEvo has a secondary FIVO token listing, but the official site did not provide verifiable founder/original-organization evidence for the rule.",Official LP and secondary token pages identify FIVO as FitEvo's Move-to-Earn token.,https://lp.fitevo.io/|https://coinmarketcap.com/currencies/fitevo/|https://tokeninsight.com/en/coins/fitevo/overview,official_site|coinmarketcap|secondary_source,medium,yes,[]
9066,521134-39,Zeppelin (Wireless Service Providers),zeppelinwireless.com,infrastructure_or_data,medium,yes,Decentralized wireless/edge-network product with blockchain context; full token search required.,"[""375ai""]","[""https://www.375.ai/""]",completed,2026-04-29T17:53:44Z,"[""EAT""]","the rule positive but review-worthy: the company is mapped to 375ai through secondary identity evidence, and 375ai is the original organization behind the EAT network/token ecosystem.","Bloomberg identifies Zeppelin Wireless US Inc. as doing business as 375ai, and current 375.ai pages plus CMC show the EAT token.",https://www.bloomberg.com/profile/company/2600209D%3AUS|https://www.375.ai/|https://coinmarketcap.com/currencies/375ai/,secondary_source|official_site|coinmarketcap,medium,yes,"[{""token_symbol"":""EAT"",""token_name"":""375ai Token"",""token_url"":""https://coinmarketcap.com/currencies/375ai/"",""reason"":""Zeppelin is mapped to 375ai by company-profile evidence, and 375ai official/foundation materials identify the original decentralized edge-data network and EAT token ecosystem."",""evidence_urls"":[""https://www.bloomberg.com/profile/company/2600209D%3AUS"",""https://www.375.ai/"",""https://375ai.foundation/"",""https://coinmarketcap.com/currencies/375ai/""],""evidence_source_types"":[""secondary_source"",""official_site"",""official_site"",""coinmarketcap""]}]"
9078,519707-62,Atomize,atomize.xyz,unclear,unclear,yes,Domain-for-sale and identity mismatch around atomize.xyz; light probe only.,[],[],completed,2026-04-29T17:53:44Z,[],Atomize has a domain-for-sale/current identity mismatch and no reliable evidence of a company-founded fungible token or protocol ecosystem.,atomize.xyz is currently listed for sale and no supported company-owned fungible token was found.,https://www.atom.com/name/atomize.xyz,secondary_source,low,yes,[]
9080,711213-40,GoRecruit (Business/Productivity Software),gorecruit.ru,service_provider,medium,yes,Blockchain recruiting platform with historical GRT/RecruitCoin token material; full search required.,"[""RecruitCoin""]","[""https://medium.com/gorecruit/grt-token-what-is-it-cb16b4328197""]",completed,2026-04-29T17:53:44Z,"[""GRT""]","the rule positive but manual review remains needed because the token evidence is historical, the current site has changed, and the GRT ticker has a legacy ticker-conflict risk.","GoRecruit's historical Medium post defines the GRT/RecruitCoin token, but the current site is an ordinary staffing business, so linkage needs review.",https://medium.com/gorecruit/grt-token-what-is-it-cb16b4328197|https://gorecruit.io/,secondary_source|official_site,medium,yes,"[{""token_symbol"":""GRT"",""token_name"":""RecruitCoin"",""token_url"":""https://medium.com/gorecruit/grt-token-what-is-it-cb16b4328197"",""reason"":""Historical GoRecruit-authored material identifies GRT/RecruitCoin as the GoRecruit project token, supporting GoRecruit as the original token-system organization."",""evidence_urls"":[""https://medium.com/gorecruit/grt-token-what-is-it-cb16b4328197"",""https://gorecruit.io/""],""evidence_source_types"":[""official_blog"",""official_site""]}]"
9081,616264-84,Foedora,,traditional_business,none,no,"Current official site is a medical telemonitoring app; the crypto-candidate linkage looks like a brand mismatch, so skip token search.",[],[],completed,2026-04-29T17:53:44Z,[],Foedora currently resolves to a medical telemonitoring product and the crypto linkage appears to be a brand mismatch; no the rule token founding role was verified.,"Current official site and app listings show a medical telemonitoring product, not a token project.",https://foedora.com/|https://play.google.com/store/apps/details?id=com.foedora.Foedora|https://www.crunchbase.com/organization/foedora,official_site|secondary_source|secondary_source,medium,yes,[]
9082,522497-71,MVPad,mvpad.io,dapp_or_product,high,yes,NFT launchpad and creator ecosystem with a clear MVD token signal; full search required.,"[""MvPad""]","[""https://www.mvpad.io/""]",completed,2026-04-29T17:53:44Z,[],"MVPad has secondary MVD token listings, but the current official domain/whitepaper path is no longer verifiable and no reliable source confirmed a the rule founding organization role.",Official site/whitepaper plus secondary token listings identify MVD as the MvPad token.,https://www.mvpad.io/|https://coinmarketcap.com/currencies/mvpad/|https://coinpaprika.com/coin/mvd-mvpad/|https://www.mvpad.io/whitepaper.pdf,official_site|coinmarketcap|secondary_source|secondary_source,medium,yes,[]
9217,521276-14,nealthy,nealthy.com,dapp_or_product,high,yes,"Secondary coverage of a Web3 startup matched nealthy, but no primary token page or supported ticker was found and the lineage remains ambiguous.",[],[],completed,2026-04-29T18:08:56Z,[],"Secondary coverage indicates nealthy created Web3 index-token products such as nNFTS, but no primary token page or official recognized founding-entity evidence was confirmed for a the rule-qualified protocol token.","Secondary coverage identifies a Web3 startup, but no supported fungible token ticker or token page was confirmed.",https://www.bitcoininsider.org/article/207704/web3-startup-nealthy-raises-13m-pre-seed-backed-top-industry-investors|https://fintech.global/2023/06/12/blockchain-startup-nealthy-secures-1-3m-pre-seed-and-sets-up-base-in-dubai/|https://app.dealroom.co/companies/nealthy_1,secondary_source|secondary_source|secondary_database,medium,yes,[]
9233,1181801-53,Give Hope,,unclear,high,yes,"Search surfaced multiple unrelated Give Hope entities with no stable official domain and no supported fungible token ticker, so the lineage remains ambiguous.",[],[],completed,2026-04-29T18:08:56Z,[],Give Hope has unresolved entity/domain identity and no confirmed fungible token or founding-entity evidence; the rule exclusion remains unresolved because search surfaced unrelated entities.,Search results surfaced only unrelated Give Hope matches and no supported fungible token ticker was confirmed.,https://give-hope.com/|https://recordowl.com/company/give-hope,secondary_source|secondary_source,medium,yes,[]
9242,615499-48,Ainves,kretiva.com,dapp_or_product,high,yes,Full search found a Kretiva/Ainves identity mismatch and no supported fungible token ticker.,[],[],completed,,[],No the rule token included: the Ainves/Kretiva identity and token-rewards references did not yield a supported fungible ticker or evidence that the company was an original founding organization of a protocol ecosystem.,Rebrand and token-rewards language were found but no supported fungible token ticker could be tied to the Ainves/Kretiva lineage.,https://www.f6s.com/company/kretiva|https://www.f6s.com/company/ainves1|https://www.signalhire.com/companies/kretiva,secondary_source|secondary_source|secondary_source,low,yes,[]
9250,518461-66,=nil; Foundation,nil.foundation,protocol_or_network,high,yes,Full search found protocol docs and token-sale references but no supported current fungible token ticker was confirmed.,[],[],completed,,[],"No the rule token included: =nil; Foundation is an original Ethereum L2 project organization, but reasonable search found no supported current fungible token ticker for the =nil; ecosystem; secondary token-sale references remain unresolved.",Official docs describe the =nil; project and secondary token-sale references exist but no current ticker was confirmed.,https://nil.foundation/|https://docs.nil.foundation/|https://icoanalytics.org/projects/nil-foundation/|https://www.lbank.com/ico-calendar/nil%3B-foundation-48,official_site|official_docs|secondary_source|secondary_source,low,yes,[]
9254,518525-11,ChuangYuLiangPin,,dapp_or_product,high,yes,Full search found only thin financing tracker references and no supported fungible token ticker.,[],[],completed,,[],"No the rule token included: searches surfaced only thin financing-tracker references and no official project, fungible token, or founding-organization evidence for ChuangYuLiangPin.",Company references were found in a financing tracker but no supported fungible token ticker could be tied to the company lineage.,https://architectpartners.com/wp-content/uploads/2023/04/Architect-Insights-Q1-2023-Crypto-MA-and-Financings-Report-1.pdf|https://architectpartners.com/wp-content/uploads/2023/05/Architect-Insights-Q1-2023-Crypto-MA-and-Financings-Report-1-2.pdf,secondary_source|secondary_source,low,yes,[]
9263,518929-39,Made with Black Culture,madewithblackculture.com,dapp_or_product,high,yes,Full search found MADE token language on the official site but no supported fungible token ticker or page was confirmed.,[],[],completed,,[],"No the rule token included: official/secondary materials mention MADE tokens, but no supported fungible ticker or token page was confirmed and the company was not shown to be an original founding organization of a blockchain/protocol ecosystem.",Official site pages mention MADE tokens but no ticker or token page was confirmed.,https://madewithblackculture.com/|https://madewithblackculture.com/about/|https://www.madeincolor.co/work/made-with-black-culture,official_site|official_site|secondary_source,low,yes,[]
9394,520821-55,Dante Network,dantechain.com,protocol_or_network,high,yes,"Official grant/docs and company profiles describe the network and token model, but no supported fungible ticker could be confirmed.","[""Dante Network""]","[""https://dantechain.com/""]",completed,2026-04-29T18:31:59Z,[],Dante Network has token-model references but no confirmed fungible ticker or token identity; the rule cannot include a token without supported token details.,"Official grant/docs and company profiles describe a token model, but no supported fungible ticker could be confirmed.",https://grants.web3.foundation/applications/Dante_Network|https://dantenetwork.medium.com/|https://www.cbinsights.com/company/dante-network,official_docs|secondary_source|secondary_source,medium,yes,[]
9403,707805-73,Rooch Network,rooch.network,protocol_or_network,high,yes,Official Rooch/Grow Bitcoin pages plus a token-economic announcement identify ROOCH and GROW tokens.,"[""Rooch Network"",""Grow Bitcoin""]","[""https://rooch.network/"",""https://grow.rooch.network/""]",completed,2026-04-29T18:31:59Z,[],"Rooch Network has ROOCH and GROW token evidence, but available sources did not resolve the task company as an officially recognized founding entity or original founding organization; GROW also appears tied to ecosystem incentives rather than an original protocol-founding role.",Official pages confirm the Grow Bitcoin token and secondary coverage confirms the ROOCH token economic model.,https://rooch.network/|https://grow.rooch.network/|https://chaincatcher.com/en/article/2164257,official_site|official_site|secondary_source,medium,yes,[]
9378,615383-56,Demether,demether.io,protocol_or_network,high,yes,Current site shows yield app but token lineage is ambiguous,"[""Demether""]","[""https://demether.io/""]",completed,,[],"Current evidence shows Demether/Rolling Thunder Labs as a DeFi protocol/core-contributor context and includes possible future/native-token references, but no public fungible token ticker/name satisfying the rule was confirmed.",Current official site shows yield app and no supported current token; secondary sources conflict on historical token names,https://demether.io/|https://demether.io/demai|https://www.f6s.com/software/demether|https://www.magicsquare.io/store/app/demether,official_site|official_site|secondary_source|secondary_source,medium,yes,[]
9498,235838-71,USDO,usdo.com,protocol_or_network,high,yes,Stablecoin platform with official USDO / USD Online materials but ambiguous brand lineage,"[""USD Online""]","[""https://usdo.io/""]",completed,,[],"the rule negative: USDO token/issuer lineage is ambiguous across current and legacy materials, and no source identifies the input company as the founding organization of the USDO protocol ecosystem.",Official site and docs describe USDO as the stablecoin token for USD Online,https://usdo.io/|https://docs.usdo.finance/,official_site|official_docs,medium,yes,[]
9524,517864-51,Capx Global,capx.global,dapp_or_product,medium,yes,Token distribution/liquidity platform; exact-domain token probe found no company-owned token page.,"[""Capx Global""]","[""https://capx.global""]",completed,2026-04-29T19:05:22Z,[],"Capx Global remains unresolved for the rule: current search found possible Capx AI/CAPX continuity, but the task domain capx.global still presents a private-market liquidity/tokenization company and I did not find stable official evidence that Capx Global is the original founding organization for a CAPX protocol token.","Official pages describe a token distribution platform, but no company-owned token page was found.",https://capx.global/,official_site,low,yes,[]
9552,518315-14,Solo (London),soulloan.io,protocol_or_network,medium,yes,Blockchain lending protocol with SOLO token-name collision but no stable company token mapping.,[],[],completed,2026-04-29T18:52:28Z,[],No the rule token can be included because the SoLo/SOLO company-project-token mapping remains unresolved and the visible SOLO token evidence appears to point to unrelated projects.,Search found SOLO token pages for unrelated projects; no company-owned token was resolved for SoLo Protocol.,https://www.cbinsights.com/company/solo-protocol|https://coinmarketcap.com/currencies/solo/|https://docs.solotoken.io/tokenomics/solo-token-utility-and-allocation,secondary_source|coinmarketcap|official_docs,low,yes,[]
9555,894761-02,Blockchain Identity,,unclear,unclear,yes,Missing domain and generic identity description prevented stable company/project resolution.,[],[],completed,2026-04-29T18:52:28Z,[],No the rule token can be included because the missing domain and generic Blockchain Identity name prevent stable company/project resolution after search.,Missing domain and generic identity description prevented stable company/project resolution.,https://www.identity.com/what-is-blockchain-identity-management/|https://chain.link/education-hub/blockchain-identity,secondary_source|secondary_source,low,yes,[]
9589,518883-58,HotPot,hotpot.io,protocol_or_network,high,yes,Decentralized mesh WiFi network with rewards-token language; full token mapping required.,"[""Hotpot""]","[""https://hotpot.assetux.com""]",completed,2026-04-29T19:10:05Z,[],"HotPot has secondary evidence for a HOTPOT rewards token and mesh WiFi network, but reviewed sources do not establish the input company as an officially recognized founding/original organization for the token ecosystem; the rule remains unresolved and needs manual review.",Secondary posts and exchange listings identify $HOTPOT as the rewards token powering the Hotpot mesh WiFi network,https://blog.assetux.com/hotpot-is-live|https://blog.assetux.com/trade-hotpot|https://hotpot.assetux.com,secondary_source|secondary_source|secondary_source,medium,yes,[]
9606,234658-72,CNN Blockchain,cnntoken.io,protocol_or_network,high,yes,"Token pages conflict on CNN vs CNNS, so both symbols are retained for review.","[""Content Neutrality Network""]","[""https://cnntoken.io/""]",completed,,[],"No the rule token is included: Content Neutrality Network token pages conflict between CNN and CNNS, the official site could not be relied on, and search did not establish CNN Blockchain as an officially recognized founding entity of the token ecosystem.","CoinMarketCap and CoinGecko map Content Neutrality Network to CNN/CNNS, with the official site at cnntoken.io.",https://cnntoken.io/|https://coinmarketcap.com/currencies/content-neutrality-network/|https://www.coingecko.com/en/coins/cnns,official_site|coinmarketcap|coingecko,medium,yes,[]
9616,517665-61,Covalent (IT Consulting and Outsourcing),covalent.to,infrastructure_or_data,high,yes,"Official Covalent blog maps the network to CXT, but the assigned domain resolves to unrelated water-tech content.","[""Covalent Network""]","[""https://www.covalenthq.com/""]",completed,,[],"No the rule token is included: the task domain covalent.to resolves to an unrelated water/membrane technology company, while CXT evidence belongs to CovalentHQ, so this company identity cannot be treated as the founding organization for Covalent Network.",Covalent's official blog announces the CXT migration and the token page maps CXT to the network; assigned domain covalent.to conflicts with an unrelated site.,https://www.covalenthq.com/blog/day-zero-of-the-new-dawn-welcome-cxt|https://www.covalenthq.com/blog/covalent-announces-completion-of-token-migration-to-cxt/|https://coinmarketcap.com/currencies/covalent-x/,official_site|coinmarketcap,medium,yes,[]
9625,706897-90,Alliance Games,alliancegames.xyz,infrastructure_or_data,high,yes,Official pages identify COA and WORK reward tokens in the ecosystem.,"[""Alliance Games""]","[""https://alliancegames.xyz/""]",completed,,"[""COA""]","Alliance Games qualifies for COA as the original organization behind the decentralized gaming infrastructure network; WORK is not included because official materials describe it as a node reward token convertible to COA, leaving its separate the rule status unresolved.",Official Alliance Games pages identify COA as the native token and WORK as the node-reward token family used in the ecosystem.,https://alliancegames.xyz/|https://airdrop.alliancegames.xyz/|https://alliancegames.xyz/blog/coa-tokenomics-aligning-infrastructure-gameplay-and-governance|https://alliancegames.xyz/blog/alliance-games-decentralized-gaming-infrastructure-for-a-new-era|https://alliancegames.xyz/blog/how-to-use-coa-in-the-alliance-games-arcade,official_site,medium,yes,"[{""token_symbol"":""COA"",""token_name"":""COA"",""token_url"":""https://alliancegames.xyz/blog/coa-tokenomics-aligning-infrastructure-gameplay-and-governance"",""reason"":""Alliance Games is the original organization building the decentralized gaming infrastructure network, and official materials identify COA as the native utility and governance token."",""evidence_urls"":[""https://alliancegames.xyz/blog/coa-tokenomics-aligning-infrastructure-gameplay-and-governance"",""https://alliancegames.xyz/blog/alliance-games-decentralized-gaming-infrastructure-for-a-new-era""],""evidence_source_types"":[""official_site"",""official_site""]}]"
9626,234058-78,Edenchain,edenchain.io,protocol_or_network,high,yes,Secondary token pages map EdenChain to EDN.,"[""EdenChain""]","[""https://edenchain.io/""]",completed,,[],"No the rule token is included: Edenchain token evidence is secondary-only and current EDN token pages conflict with an unrelated Eden project, leaving no reliable founding-organization evidence for this company.","CoinMarketCap and CoinGecko describe EdenChain as the EDN token project, but no primary token page was found.",https://coinmarketcap.com/currencies/eden/|https://www.coingecko.com/en/coins/eden-3/usd|https://coincodex.com/crypto/edenchain/,coinmarketcap|coingecko|secondary_source,medium,yes,[]
9634,707675-32,Pharos Network,pharos.xyz,protocol_or_network,high,yes,Full search needed for Layer-1 with staking/rewards and conflicting token signals; no stable live ticker confirmed.,"[""Pharos Network""]","[""https://www.pharos.xyz/""]",completed,,[],"Pharos has evidence of a founding Layer-1 team, but the task record did not confirm a stable live fungible token/ticker and public signals conflict or remain pre-mainnet; the rule cannot include a token without a confirmed token symbol and token identity.","Official docs only expose a testnet $PHRS gas token, while secondary pages conflict on PROS; no stable live fungible token mapping was confirmed.",https://www.pharos.xyz/blog/pharos-testnet-faqs|https://docs.pharosnetwork.xyz/network-overview/pharos-staking-pos-economic-model|https://www.coingecko.com/en/coins/pharos-network|https://www.bitrue.com/blog/what-is-pharos-network-realfi-layer-1,official_site|official_docs|coingecko|secondary_source,low,yes,[]
9720,706198-51,CerboAI,cerboai.com,protocol_or_network,high,yes,"Secondary sources identify a CERBOAI token, but no official token page was found.","[""CerboAI""]","[""https://cerboai.com/""]",completed,2026-04-29T19:02:14Z,[],"the rule unresolved negative: secondary sources suggest a CERBOAI token and decentralized network, but no official token page or source showing CerboAI as founding organization of the token ecosystem was verified.","Secondary sources identify CerboAI as a decentralized AGI network and show a CERBOAI token, but no official token page was found.",https://app.dealroom.co/companies/cerboai|https://www.rootdata.com/Projects/detail/CerboAI?k=MTI3MjI%3D|https://mizar.com/token-sniffer/token/cerboai,secondary_source|secondary_source|secondary_source,medium,yes,[]
9836,707507-65,Bonfire,justbonfire.com,unclear,unclear,yes,Current site is only a privacy page; Bonfire branding overlap is unresolved.,[],[],completed,2026-04-29T19:15:04Z,[],"Bonfire remains identity-ambiguous: the supplied domain is not an active project site and adjacent Bonfire token/Web3 sources do not reliably map to this company, so no the rule token can be included.",Current site is effectively a privacy page and adjacent Bonfire web3 properties do not map cleanly to this domain.,https://www.justbonfire.com/,official_site,low,yes,[]
9839,517290-58,Wholer,wholer.co,unclear,unclear,yes,Supply-chain blockchain company with no accessible exact-domain evidence.,[],[],completed,2026-04-29T19:15:04Z,[],"Wholer has no accessible exact-domain evidence or reliable token/founding source, so no the rule token can be included and the exclusion remains unresolved.",No exact-domain project or token page was found for the supplied domain.,https://wholer.co/,official_site,low,yes,[]
9731,517422-25,Pairwyse,pairwyse.org,protocol_or_network,high,yes,Full search found no reliable fungible token ticker; secondary references mention a native token supply without a verified ticker.,"[""Pairwyse Protocol""]","[""https://pairwyse.org/""]",completed,2026-04-29T19:07:00Z,[],No the rule token can be included because no verifiable fungible token ticker was mapped for Pairwyse. Secondary references to a possible native token leave the rule inclusion unresolved.,"Official ecosystem sources describe Pairwyse as an on-chain protocol, but exact-name token searches did not surface a supported fungible ticker.",https://pairwyse.org/|https://www.chainlinkecosystem.com/ecosystem/pairwyse|https://www.zerocap.com/insights/research-lab/limits-of-smart-contracts-dao-pairwyse-protocol/,official_site|secondary_source|secondary_source,low,yes,[]
9791,234709-30,DunRok,,unclear,unclear,yes,"Input describes a digital asset banking / security-token platform, but the live dunrok.com site is a consumer electronics e-commerce store; identity conflict requires manual review.",[],[],completed,2026-04-29T19:30:07Z,[],"No stable DunRok company/token identity was resolved: task evidence shows a live-site conflict and no supported fungible token for the intended digital-asset banking/security-token entity, so the rule cannot be confidently assessed.","Live-site evidence conflicts with the input row: dunrok.com resolves to a consumer electronics e-commerce store, and no supported fungible token ticker could be resolved for the intended company.",https://dunrok.com/nosotros/|https://dunrok.com/coleccion/,official_site|official_site,low,yes,[]
