task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
6717,59786-65,Scorpion Resources,strainsecure.com,security_or_compliance,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch""]",Blockchain traceability platform with mismatched company and brand lineage; full search needed to resolve whether a token exists.
6718,530749-36,Geometry Labs,geometrylabs.io,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Stealth cryptography / blockchain infrastructure lab with thin public context; cheap token-existence check is justified.
6719,530758-72,NFID,nfid.one,wallet_or_custody,high,full,yes,"[""thin_source_context""]",Wallet and identity product with DAO/token potential; full search needed to resolve NFIDW linkage.
6720,530875-36,Primal (Financial Software),primal.net,dapp_or_product,medium,full,yes,"[""protocol_keyword""]",Nostr-based Bitcoin social app with protocol-facing product context; full search needed to rule out a native token.
6721,530888-41,Vircle,vircle.co.kr,traditional_business,none,skip_candidate,no,"[""token_keyword""]","Customer engagement / CRM SaaS for retail brands; official site describes data-driven brand CRM and engagement products, with no owned crypto project or token signal. The blockchain match appears incidental, so token search is not justified."
6722,59814-55,Hunter Technology (Financial Platform),,traditional_business,low,light,yes,"[""alias_or_former_name"",""protocol_keyword""]","Formerly Hunter Oil / other legacy names; current business is a blockchain-powered physical oil trading platform, not a tokenized crypto project. Run a light token-existence check because the rebrand history and blockchain product could hide tokenized lineage, but no token is evident from current sources."
6723,530914-51,Space Nation (Entertainment Software),spacenation.online,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]","Web3 game series with official tokenomics, DAO, staking, and NFT/reward language; full search needed."
6724,530954-38,AGII,agii.app,dapp_or_product,high,full,yes,"[""token_keyword""]",AI/Web3 platform with official AGII utility-token docs; full search needed.
6725,531040-42,Ion Protocol,ionprotocol.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]","Staked/restaked lending protocol; exact token mapping is not obvious, so full search needed."
6726,531041-23,NettyWorth,nettyworth.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",AI-loan protocol with governance-token language and tokenomics docs; full search needed.
6727,531071-74,Finoo,finoo.io,traditional_business,none,skip_candidate,no,"[""token_keyword""]",Cross-border tuition payments app; blockchain signal is incidental and no owned token/project signal justifies search.
6728,531099-28,MetaCene,metacene.io,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Web3 MMO with official tokenomics/help-center pages naming MUD and MAK; full search needed.
6729,531120-79,io.net,io.net,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Decentralized compute network with official docs naming IO Coin ($IO); full search needed.
6730,531165-61,EBRIC,ebric.io,service_provider,medium,light,yes,"[""token_keyword"",""thin_source_context""]","Security token issuance and asset-tokenization platform; light token-existence check warranted, but no owned fungible token is evident."
6731,531171-82,JPYX,jpyx.co.jp,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""token_migration""]",Legacy JPYX name maps to the current JPYC stablecoin issuer; full search needed to resolve the active ticker.
6732,531179-92,Mint Town,minttown.jp,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Web3 game operator with official TSUGT token release and whitepaper; full search needed.
6733,531209-98,Kirifuda,kirifuda.io,service_provider,none,skip_candidate,no,"[""alias_or_former_name""]","Web3 consulting firm; former name Synschismo points to NFT-rental work, but no owned fungible token signal justifies search."
6734,59877-19,MX Gold,mxgoldcorp.com,traditional_business,none,skip_candidate,no,"[""stock_ticker_present""]",Traditional mining company with incidental crypto-mining history and no owned fungible token signal.
6735,531295-84,Beluga,heybeluga.com,media_or_education,none,skip_candidate,no,"[""token_keyword""]",Crypto review/content platform with no owned project or token signal; token search is not justified.
6736,531310-24,Eyeball Games,eyeball.games,gaming_or_nft,medium,light,yes,"[""nft_or_gaming"",""token_keyword""]","Web3 game studio with NFT/collectible language; light token check warranted, but no fungible token signal found in first pass."
6737,531316-36,Apas Port,apasport.xyz,service_provider,medium,light,yes,"[""token_keyword""]","Web3 creative production and NFT issuance service provider; light token probe is warranted, but no owned fungible token is evident."
6738,531326-98,Bazaars,bazaars.app,dapp_or_product,high,full,yes,"[""token_keyword""]",Web3 marketplace with a live BZR utility token and decentralized payment flow.
6739,531334-27,BLDX( Business/Productivity Software),bldx.io,traditional_business,none,skip_candidate,no,"[""thin_source_context""]",Real-estate building intelligence SaaS with incidental blockchain recordkeeping; no owned crypto project signal.
6740,531370-45,Shadow,shadow.xyz,infrastructure_or_data,high,light,yes,"[""protocol_keyword""]","Crypto-native onchain data/indexing platform; light token-existence check is warranted, but no owned ticker is obvious."
6741,531371-35,TokenSpin,tokenspin.io,dapp_or_product,medium,light,yes,"[""token_keyword""]","Blockchain fundraising platform with token-like branding; light token probe is warranted, but no supported fungible ticker is visible."
6742,719481-61,RWA (Financial Services),rwa.inc,dapp_or_product,high,full,yes,"[""token_keyword"",""token_migration""]",RWA tokenization platform; current official pages use RWAINC while older docs show legacy RWA naming.
6743,719541-73,Fiamma,fiammalabs.io,protocol_or_network,high,light,yes,"[""protocol_keyword"",""token_keyword""]",Bitcoin bridge / verification layer with only testnet FIA surfaced; light check needed for a live fungible token.
6744,719543-62,HoloGen ( Education and Training Services (B2B)),hologen.org,media_or_education,none,skip_candidate,no,"[""thin_source_context""]",Emerging-tech training consultancy with no owned crypto project signal; token search not justified.
6745,719725-69,Goldsand,inshallah.fi,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""multiple_project_signal""]",Halal staking protocol with a live token family and downstream stablecoin product; full token-family mapping required.
6746,59961-88,CreditEase,creditease.cn,service_provider,none,skip_candidate,no,[],Large fintech conglomerate with blockchain services but no owned crypto project signal; token search not justified.
6747,59963-95,ID Quantique,idquantique.com,security_or_compliance,none,skip_candidate,no,[],Quantum cybersecurity company with no owned crypto project signal; token search not justified.
6748,719816-41,SuperFi (Financial Services),superfilabs.com,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""multiple_project_signal""]",DeFi infrastructure lab with a stablecoin product and tokenized consumer products; full mapping required.
6749,719818-30,NOI Exchange,noiexchange.net,exchange_or_broker,high,full,yes,"[""token_keyword""]",Hybrid crypto exchange with live NOI token and staking / lottery features.
6750,719876-08,Mandala Chain,mandalachain.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Layer 1 blockchain platform with native KPG token and testnet KPGT; full mapping required.
6751,719947-54,Palladium Labs,palladiumlabs.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Bitcoin-native stablecoin protocol with explicit PUSD token and governance-free lending docs.
6752,719947-90,Funkybit,funkybit.fun,dapp_or_product,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Bitcoin-native DEX/launchpad with crypto-native trading product; full token search warranted.
6753,719948-26,Bako Safe,bako.global,wallet_or_custody,low,light,yes,[],Native Fuel multisig wallet/security product; exact-domain probe found no company-owned fungible token.
6754,720005-14,Kast,kast.xyz,wallet_or_custody,low,light,yes,"[""token_keyword""]",Stablecoin wallet/card app with partner reward token mentions but no KAST-native token signal.
6755,720017-11,Abroad (Financial Software),abroad.finance,infrastructure_or_data,low,light,yes,[],Stablecoin payment infrastructure linking e-wallets and banks; no native token signal.
6756,1191335-77,Lumera Health,lumerahealth.ai,dapp_or_product,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Healthcare data platform with explicit LUR protocol/token language.
6757,719667-37,Ubitel,ubi.tel,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Decentralized eSIM/network infrastructure with points roadmap but no confirmed token.
6758,342099-10,muSIC House,musichouse.earth,media_or_education,medium,full,yes,"[""token_keyword"",""thin_source_context""]",Music/community platform with explicit crypto-reward token language but no verifiable ticker.
6759,436784-77,MonoChain,monochain.org,infrastructure_or_data,low,light,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""live_site_conflict""]",Blockchain anti-counterfeiting platform with former name Blue Nodes and current domain mismatch.
6760,436728-52,Swipe (London),swipe.io,wallet_or_custody,high,full,yes,"[""token_keyword""]",Fiat/crypto card-wallet platform with native SXP token.
6761,60101-47,Coinfloor,coinfloor.co.uk,exchange_or_broker,low,full,yes,[],Bitcoin exchange with no native token signal.
6762,436568-77,B Hero Blockchain,binheyunzhi.com,infrastructure_or_data,low,light,yes,"[""protocol_keyword"",""thin_source_context""]",Distributed-storage blockchain infrastructure with Filecoin/mining context and no token signal.
6763,153899-38,Sports Illustrated Tickets,sitickets.com,traditional_business,none,skip_candidate,no,[],Sports ticketing/reservation business with incidental crypto keyword matches only; no owned token/project signal.
6764,436991-14,Bitcoin.com,bitcoin.com,dapp_or_product,high,full,yes,"[""token_keyword""]",Crypto platform and wallet ecosystem with native VERSE token.
6765,154043-92,Bridge21,bridge21.com,service_provider,low,light,yes,[],Cross-border payment service using digital assets/USDC rails with no native token signal.
6766,436575-43,YQTC Tech,yqtc.co,security_or_compliance,none,skip_candidate,no,[],"Blockchain security/privacy provider focused on anti-counterfeiting, supply chain, and copyright protection; no owned project or token signal, so skip candidate."
6767,436657-33,KuangChiKeJi,1hash.com,mining_or_validator,none,skip_candidate,no,[],"Cryptocurrency mining software provider with no owned project or token signal, so skip candidate."
6768,342189-10,FanQieMoFang,fanqiemofang.com,media_or_education,none,skip_candidate,no,[],"Education content platform that uses blockchain as a growth mechanism, but no owned fungible token or crypto project signal is evident."
6769,436378-24,Moqun,moqun.cn,protocol_or_network,medium,light,yes,"[""protocol_keyword""]","High-performance blockchain system / protocol product with no explicit token signal in the input, so run a bounded token-existence check."
6770,719948-71,Spindle Finance,spindlefinance.xyz,protocol_or_network,high,light,yes,"[""protocol_keyword""]","Bitcoin-native money market protocol with explicit lending and borrowing context, but no explicit token signal in the input, so run a bounded token-existence check."
6771,154434-34,JoyStream,joystream.org,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""token_keyword""]",Former name BitSwapr and explicit rewards / peer-to-peer payment language make this a crypto-native streaming project; full mapping is required.
6772,154547-47,Hello Pal International,hellopal.com,traditional_business,none,skip_candidate,no,[],"Consumer mobile/live-streaming company with a separate cryptocurrency mining segment, but no owned fungible token or crypto project signal is evident."
6773,436944-43,OSL Digital Securities,osl.com,exchange_or_broker,none,skip_candidate,no,[],"Institutional brokerage / exchange / custody provider with no owned token or crypto project signal, so skip candidate."
6774,436502-53,ProvenDB,provendb.com,infrastructure_or_data,none,skip_candidate,no,[],"Blockchain-backed database software with no owned token or crypto project signal, so skip candidate."
6775,342962-56,Stations-e,stations-e.com,traditional_business,none,skip_candidate,no,[],"EV charging business that mentions blockchain for operations, but no owned token or crypto project signal is evident."
6776,342972-46,Flow (Tijnje),flowyour.money,traditional_business,none,skip_candidate,no,[],"Money automation / budgeting platform that only references crypto as a destination, but no owned token or crypto project signal is evident."
6777,531268-66,Tesseract Academy,tesseract.academy,media_or_education,none,skip_candidate,no,[],"Education and consulting business focused on AI and blockchain, but no owned token or crypto project signal is evident."
6778,342993-07,ABYA,abya.com,gaming_or_nft,medium,light,yes,"[""nft_or_gaming"",""token_keyword""]","Cloud gaming platform with explicit token language in the input, so run a bounded token-existence check."
6779,719657-38,Saline Network,saline.network,protocol_or_network,high,light,yes,"[""protocol_keyword""]","Declarative blockchain / verification network with no explicit token signal in the input, so run a bounded token-existence check."
6780,436899-79,ITAM games,itam.games,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""nft_or_gaming"",""token_keyword"",""token_migration"",""legacy_ticker_conflict""]",Former name NFT.Farm and a documented token rebrand / swap from ITAM to ITAM CUBE make this a token-migration case; full mapping is required.
6781,343045-09,Bankera,bankera.com,service_provider,high,full,yes,"[""token_keyword"",""token_migration""]","Bankera is a crypto-friendly banking/financial services company with an official BNK utility token and an upgraded-token migration history, so a full company->project->token search is required."
6782,343060-66,Arbol (Professional Insurance),arbol.io,service_provider,medium,light,yes,[],"Arbol is a blockchain-powered climate insurance platform with enough crypto-adjacent context to justify a bounded token-existence check, but no explicit token signal."
6783,343080-55,CoinID,coinid.pro,wallet_or_custody,medium,light,yes,[],"CoinID is a crypto wallet/cold-storage product; exact-domain and major token-page probes found no supported fungible token ticker, so a bounded token-existence check is enough."
6784,720013-24,Mint Cash,mintca.sh,protocol_or_network,high,full,yes,"[""token_keyword""]","Mint Cash is a Bitcoin-backed stablecoin protocol with explicit MINT and CASH token language on the official site and whitepaper, so full company->project->token mapping is required."
6785,719999-65,MultiAdaptive,multiadaptive.com,infrastructure_or_data,high,light,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""live_site_conflict"",""protocol_keyword""]","Former-name Domicon is a data availability / Layer 2 infrastructure project with brand continuity issues and a live-site conflict, so a bounded token-existence check is required."
6786,343168-12,Rosebud AI,rosebud.ai,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]","Rosebud AI is an AI game-asset creator that supports NFT collections but shows no fungible token signal, so token search is not justified."
6787,719862-22,XPIN Network,xpin.network,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]","XPIN Network is a DePIN / PayFi wireless network with an explicit native XPIN token, so full company->project->token mapping is required."
6788,343174-69,Ethos,ethos.io,wallet_or_custody,high,full,yes,"[""token_keyword""]","Ethos is a self-custody trading wallet with an explicit ETHOS token launch and rewards program, so full company->project->token mapping is required."
6789,531108-10,PSE Trading,,investment_or_holdings,low,skip_candidate,no,[],"PSE Trading is a digital asset investment fund / asset manager with no owned token or project signal, so token search is not justified."
6790,343227-43,COG Network,cog.network,investment_or_holdings,high,full,yes,"[""token_keyword""]","COG Network is described as an asset-backed token platform on Ethereum, but the public ticker was not yet reliably resolved, so full resolution and manual review are required."
6791,720014-50,Brc20X,brc20x.io,dapp_or_product,high,full,yes,"[""token_keyword""]","Brc20X is a BRC-20 ecosystem product with an explicit BRCX token presence on market and project pages, so full company->project->token mapping is required."
6792,343251-46,Zinc (Financial Software),zinc.co,protocol_or_network,high,full,yes,"[""brand_project_mismatch"",""live_site_conflict"",""protocol_keyword"",""token_keyword""]","Zinc is described as a blockchain advertising protocol with a native ZINC token, but the task domain conflicts with the live project site, so full mapping and manual review are required."
6793,343267-48,Alinea,alinea-invest.com,investment_or_holdings,low,skip_candidate,no,[],"Alinea is a regulated investing app that supports crypto trading but shows no owned token or project signal, so token search is not justified."
6794,437040-55,S.BLOX,decurret-dcp.com,exchange_or_broker,medium,light,yes,"[""alias_or_former_name"",""live_site_conflict""]","S.BLOX is a rebranded crypto exchange (formerly Amber Japan / DeCurret) with no public token signal, so a bounded token-existence check is sufficient."
6795,437046-85,IPGen,ipgen.io,service_provider,low,skip_candidate,no,[],"IPGen is an AI-powered IP management SaaS with blockchain mentioned only as an internal technology, so no token/project search is justified."
6796,719742-70,Memotics,memotics.io,service_provider,low,skip_candidate,no,[],"Memotics is an AI/design services platform that uses web3 language but shows no owned token or project signal, so token search is not justified."
6797,437154-76,ACX (Financial Software),acx.net,exchange_or_broker,high,full,yes,"[""token_keyword"",""protocol_keyword""]","ACX is a blockchain-based environmental exchange with multiple named carbon token contracts, so full company->project->token mapping is required."
6798,1191480-49,Incentive (Financial Software),incentive.finance,dapp_or_product,high,full,yes,"[""protocol_keyword"",""token_keyword""]","Incentive is an on-chain claims marketplace with unresolved secondary token pages, so full resolution and manual review are required."
6799,437181-49,Humanscape,humanscape.io,dapp_or_product,high,full,yes,"[""token_keyword""]","Humanscape is a blockchain-based health data platform with an explicit HUM token, so full company->project->token mapping is required."
6800,437187-70,Teller (San Francisco),teller.org,protocol_or_network,high,full,yes,"[""token_keyword"",""live_site_conflict""]","Teller is a DeFi lending protocol with official launch materials announcing the TLR governance token, but the live site and legacy token materials need continuity review."
6801,625532-50,Neofacto,neofacto.com,service_provider,low,skip_candidate,no,[],"Neofacto is an IT/software services provider with blockchain and AI mentioned only as service capabilities, so no token/project search is justified."
6802,719656-75,Udao,udao.org,dapp_or_product,high,full,yes,"[""token_keyword""]","Udao is a Web3 skills and recruiting platform with an explicit UDAO token utility page and whitepaper, so full company->project->token mapping is required."
6803,436755-79,Borlaug Web Services,borlaug.ws,infrastructure_or_data,medium,light,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""live_site_conflict""]","Former-name Qlikchain/Borlaug Web Services is a blockchain SaaS traceability platform with no clear token signal, so a bounded token-existence check is required."
6804,437271-76,Pareto (Financial Services),pareto.credit,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""token_migration"",""token_keyword""]","Pareto is the rebranded continuation of Idle DAO, and both USP and IDLE tokens appear in current and legacy governance materials, so full lineage resolution is required."
6805,437272-93,Transak,transak.com,service_provider,medium,light,yes,[],"Transak is a web3 infrastructure service provider with no owned token signal, but the crypto context is strong enough for a bounded token-existence check."
6806,437315-14,Anonymised,anonymised.io,service_provider,low,light,yes,"[""alias_or_former_name"",""live_site_conflict""]","Anonymised is a privacy-focused adtech rebrand of ID Ward with decentralized advertising language but no supported token signal, so a bounded token-existence check is required."
6807,437409-19,Relai (Financial Software),relai.app,wallet_or_custody,medium,light,yes,[],"Relai is a Bitcoin-only wallet/app with explicit support pages saying it avoids token hype, but a bounded token-existence check is still appropriate."
6808,719998-84,Favourse,favourse.com,dapp_or_product,high,full,yes,"[""token_keyword"",""nft_or_gaming""]","Favourse is a crowdsourcing/social event platform with an explicit $FAV token ecosystem, so full company->project->token mapping is required."
6809,720060-22,Available Networks,available-networks.com,security_or_compliance,low,skip_candidate,no,[],"Available Networks is a cybersecurity service with web3 architecture language but no owned token/project signal, so token search is not justified."
6810,437456-89,Krnc,krnc.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]","KRNC is an NSF-funded blockchain protocol that issues cryptographic tokens tied to fiat balances, but no public ticker is confirmed, so full resolution and manual review are required."
6811,437459-05,QCMedchain,qcmedchain.io,infrastructure_or_data,low,light,yes,[],Enterprise blockchain supply-chain platform; token not indicated.
6812,437490-46,IPFS1475,1475ipfs.com,mining_or_validator,none,skip_candidate,no,[],Cryptocurrency mining services and hardware; no owned token/project signal.
6813,59174-83,Trading.com,trading.com,exchange_or_broker,none,skip_candidate,no,[],Brokerage/trading platform with crypto access; no owned token/project signal.
6814,437502-16,Phaver,phaver.com,dapp_or_product,high,full,yes,"[""[\""token_keyword\""""]",protocol_keyword]
6815,437573-80,VVTech,vibeac.com,unclear,low,light,yes,"[""[\""alias_or_former_name\""""]",thin_source_context]
6816,436868-02,ShockNet,shock.network,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Lightning/Nostr infrastructure; token not immediately indicated.
6817,530974-27,Lokon (Media),lokonmeta.imweb.me,gaming_or_nft,medium,full,yes,"[""[\""nft_or_gaming\""""]",token_keyword]
6818,437609-80,Global Sports Data and Technology,globalsportsdataandtechnologygroup.co.uk,service_provider,low,light,yes,"[""protocol_keyword""]",Sports data services with blockchain messaging; no owned token signal.
6819,437632-30,QR Capital,qr.capital,investment_or_holdings,none,skip_candidate,no,[],Crypto investment vehicle with no owned project signal.
6820,342058-51,TechHeroX,techherox.com,media_or_education,low,light,yes,"[""protocol_keyword""]",EdTech platform with blockchain certificates; token not indicated.
6821,437658-49,Septillion,septilliontech.com,infrastructure_or_data,low,light,yes,"[""protocol_keyword""]",Blockchain authentication and traceability platform; token not indicated.
6822,436900-42,Ozys,ozys.io,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Blockchain infrastructure with Orbit Chain lineage; token check needed.
6823,720015-31,Distributed Technologies Research,dtr.org,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Stablecoin payments infrastructure with foundation/project lineage; token not indicated.
6824,437665-69,HashQuark,hashquark.io,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Staking infrastructure with rewards language; token not indicated.
6825,531381-52,Finceptor,finceptor.app,protocol_or_network,high,full,yes,"[""[\""token_keyword\""""]",protocol_keyword]
6826,530721-01,Picnic (Financial Software),site.usepicnic.com,protocol_or_network,high,full,yes,"[""[\""token_keyword\""""]",protocol_keyword]
6827,626255-74,Pagarva,pagarva.com,traditional_business,none,skip_candidate,no,[],General payments app with incidental crypto keyword.
6828,720131-59,Allo (Financial Software),allo.xyz,protocol_or_network,high,full,yes,"[""[\""token_keyword\""""]",protocol_keyword]
6829,530753-77,Infinifty,infinifty.io,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",NFT creator studio with no fungible token signal.
6830,720591-31,Fantasy top,fantasy.top,gaming_or_nft,high,full,yes,"[""[\""nft_or_gaming\""""]",token_keyword]
6831,720594-91,RedotPay,redotpay.com,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Stablecoin payment platform; token not indicated.
6832,720646-12,Safety on Chain,safetyonchain.com,security_or_compliance,low,light,yes,"[""[\""protocol_keyword\""""]",token_keyword]
6833,908962-66,Tetrics,tetrics.io,infrastructure_or_data,medium,full,yes,"[""protocol_keyword""]",DeFi orchestration infrastructure; token not indicated.
6834,909063-37,Zetagig,zetagig.com,mining_or_validator,none,skip_candidate,no,[],Bitcoin mining ASIC hardware; no owned token/project signal.
6835,531037-54,HashCurve,hashcurve.com,exchange_or_broker,high,full,yes,"[""[\""protocol_keyword\""""]",nft_or_gaming]
6836,531093-97,Equalshuman,eqhfam.com,service_provider,medium,full,yes,"[""[\""alias_or_former_name\""""]",token_keyword]
6837,720780-13,Blue Oceans Community,oceansdao.com,dapp_or_product,high,full,yes,"[""[\""alias_or_former_name\""""]",protocol_keyword
6838,531375-49,Zassy,zassy.com,gaming_or_nft,high,full,yes,"[""[\""nft_or_gaming\""""]",token_keyword]
6839,719743-60,dawn protocol,dawnprotocol.com,protocol_or_network,high,full,yes,"[""[\""protocol_keyword\""""]",token_keyword]
6840,720079-66,Pulsar Games,pulsar.12rw.io,gaming_or_nft,high,full,yes,"[""[\""nft_or_gaming\""""]",token_keyword]
6841,625936-78,UniWorlds,uniworlds.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]","Official docs describe UniWorlds as Bitcoin-based gaming infrastructure, and the official Uniworld whitepaper names UniWorld Cash (UNW) as the native token of UniChain."
6842,625952-80,LevelQ,ton.app,dapp_or_product,high,full,yes,"[""live_site_conflict"",""protocol_keyword"",""token_keyword""]","Official LevelQ docs describe a TON DeFi yield product with a native $LVLQ token, but the task domain points to ton.app rather than the LevelQ docs domain."
6843,719994-16,GetU Finance,getu.finance,dapp_or_product,high,full,yes,"[""protocol_keyword""]","GetU Finance is a decentralized crypto lending and borrowing platform, so it merits a full company->project->token search even though no supported company-owned fungible token surfaced."
6844,436768-66,InnMind,innmind.com,service_provider,medium,light,yes,"[""alias_or_former_name"",""token_keyword""]","InnMind is a Web3 fundraising and investor-discovery service with a former name (BLOCKCHAIN COAST) and tokenomics tools, but no owned fungible token surfaced."
6845,720601-93,Solana Sim,solanasim.com,dapp_or_product,high,full,yes,"[""token_keyword"",""live_site_conflict""]",Official site and token/social pages indicate an eSIM product on Solana with a SIM token; the brand/domain and token project references are not yet fully reconciled.
6846,720009-73,Amplified (Financial Services),amplified.fi,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Official docs identify Amplified Protocol as DeFi yield infrastructure with LLT governance and aiUSD/aiETH/aiBTC yield-bearing tokens.
6847,436697-65,Zeus Weather System Chain,zwschain.com,infrastructure_or_data,high,full,yes,"[""thin_source_context"",""token_keyword""]",Blockchain-backed weather data system with a linked ZWS token page on zwschain.com; project identity is thin and needs full mapping.
6848,436788-91,Ailynix,ailynix.com,traditional_business,low,light,yes,"[""thin_source_context""]","Ailynix is an AI drug-discovery biotech company with blockchain in its R&D stack, but no explicit fungible-token signal."
6849,625363-93,Smartpay Servicos Digitais,smartpay.com.vc,dapp_or_product,high,full,yes,"[""token_keyword""]",Official SmartPay pages describe blockchain payment rails and a proprietary VRL stablecoin; the Truther app listing says VRL is SmartPay's token pegged to BRL.
6850,720203-32,Prover.,prover.io,dapp_or_product,high,full,yes,"[""token_keyword"",""token_migration""]","Official PROVER pages explicitly discuss PROOF tokens, the Ethereum-to-NEM migration, and exchange trading, so full mapping is required."
6851,908987-77,YD Fly,ydfly.net,service_provider,low,light,yes,"[""thin_source_context""]","Qiao Lab's project page links YDLFY/YD FLY to a lifestyle O2O service, but the official domain redirects in a loop and no token signal surfaced, so a bounded token probe is sufficient."
6852,342097-84,Peddler,peddler.com,traditional_business,low,light,yes,[],"Peddler is a local e-commerce marketplace and delivery service with crypto payment support, but no owned tokenized project surfaced in the official-site probe."
6853,530783-20,Artano,artano.io,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming"",""thin_source_context""]","Artano is a community-curated NFT marketplace with an ARTA governance token referenced on project/community pages, but the primary site is currently broken or redirecting."
6854,437198-50,StakWork,stakwork.com,service_provider,low,light,yes,"[""token_keyword""]","StakWork is a workforce and microtask platform that pays workers in bitcoin/sats, but no company-owned token signal surfaced in the official-site probe."
6855,436998-16,Federal Ledger,federalledger.com,protocol_or_network,high,full,yes,"[""token_keyword"",""thin_source_context"",""alias_or_former_name""]","Stealth-mode tokenized multi-ledger infrastructure with a historical NEXBIT trademark filing, but no supported fungible token ticker could be verified."
6856,720722-80,Twigital,twigital.com,dapp_or_product,high,full,yes,"[""token_keyword""]","Official site/terms describe Twigital as a DApp that creates tokenized digital twins and mints NFTs on Hedera, so full project/token search is required."
6857,719657-83,Contro,contro.tech,dapp_or_product,high,full,yes,"[""token_keyword""]",Prediction-market dapp with token-based incentives and on-chain mechanics; full project/token search is required.
6858,531396-55,Duma.Network,duma.network,dapp_or_product,high,full,yes,"[""token_keyword""]","Tokenized startup-funding product with escrow smart contracts, SAFT marketplace language, and tokenomic/vesting materials; full project/token search is required."
6859,720632-17,JunkDNA AI,junkdna.ai,dapp_or_product,high,full,yes,"[""token_keyword""]","Official site exposes an X23X token page for the identity platform, so full project/token search and ticker mapping are required."
6860,437489-65,Longping High-Tech Supply Chain,lphtsc.com,traditional_business,low,light,yes,"[""alias_or_former_name"",""token_keyword""]",Legacy agriculture supply-chain business with a former-name continuity signal and blockchain/token-like language around LongPing Chain; light token-existence check is warranted.
6861,59009-68,Unicon (IT Consulting and Outsourcing),unicon-ltd.com,service_provider,none,skip_candidate,no,"[""brand_project_mismatch"",""live_site_conflict""]","Official site and third-party profiles resolve the domain to Fello, a mobile game retention SDK, so the crypto-heavy dataset description conflicts with the live business and no token budget is justified."
6862,59528-53,SmartCard Marketing Systems,smartcardmarketingsystems.com,infrastructure_or_data,high,full,yes,"[""token_keyword""]","OriginatorX is tokenization infrastructure and the company publicly discusses an eventual utility coin / token offering, so full project/token search is required."
6863,720616-69,Fren Pet,frenpet.xyz,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Blockchain game with explicit tokenomics and FP rewards; full project/token search is required.
6864,720615-70,Higher,aimhigher.net,dapp_or_product,high,full,yes,"[""token_keyword""]","Official site/manifesto explicitly describes Higher as a token and community-run brand, so full project/token search is required."
6865,59165-29,Ygsoft,ygsoft.com,traditional_business,low,light,yes,"[""alias_or_former_name""]",Long-running enterprise software vendor with blockchain services in the stack but no clear token/project signal; light exact-name and former-name continuity checks are warranted.
6866,59169-16,Sepior,sepior.com,security_or_compliance,low,light,yes,[],Threshold-cryptography and MPC security provider for wallet/private-blockchain infrastructure; light token-existence check is warranted but no owned token signal is evident.
6867,625952-62,Firstset,firstset.xyz,mining_or_validator,medium,light,yes,[],Crypto-native validator and infrastructure operator with clear node/validator context; light token-existence check is warranted but no owned token signal is evident.
6868,343203-22,Dyos,dyos.io,security_or_compliance,low,light,yes,"[""brand_project_mismatch"",""live_site_conflict""]","Live references resolve Dyos to a blockchain-based banking / KYC product rather than a token project, so a light token-existence check is warranted but the dataset crypto-trading description conflicts with the product lineage."
