task_index,InvestorID,InvestorName,InvestorAlsoKnownAs,InvestorFormerName,InvestorLegalName,Website,normalized_domain,ParentCompany,Exchange,Ticker,HQLocation,HQCountry,PrimaryInvestorType,OtherInvestorTypes,PreferredInvestmentTypes,PreferredVerticals,OtherInvestmentPreferences,LastClosedFundName,LastClosedFundType,Description,MatchedKeywords,MatchedColumns,InvestorCapabilityContext,SearchPolicy,AgentTaskScope
5414,503985-16,Coalition Operators,,,"Coalition Operators, LLC",www.coalitionoperators.com,coalitionoperators.com,,,,"San Francisco, CA",United States,Venture Capital,,"Early Stage VC, Seed Round",,"Invests in MWBE (Minority and Women-owned), Prefers minority stake, Will syndicate",Coalition Fund I,Venture Capital - Early Stage,"Founded in 2020, Coalition Operators is a venture capital firm based in San Francisco, California. The firm seeks to invest in minority and women-owned companies.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation: Ondo; status=Active; holding=Minority; since=01/01/2023 | DealInvestorRelation: Ondo; d",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5415,105823-45,Coliseum Capital Management,"CCP, Coliseum",,"Coliseum Capital Management, LLC",,,,,,"Norwalk, CT",United States,Hedge Fund,,"Debt - General, Loan, PIPE",Manufacturing,Long-Term Investor,Coliseum Strategic Marketing and Investment Fund,Growth/Expansion,"Founded in 2005, Coliseum Capital Management is a hedge fund manager headquartered in Norwalk, Connecticut. The firm pursues equity long/short and distressed investing strategies. The firm seeks to invest in public and private small and mid-cap companies based in the United States and Canada. The firm also prefers to invest in equity shares, preferred shares, convertible debt, warrants and derivatives.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Hedge Fund | PreferredVerticals: Manufacturing | PreferredInvestmentTypes: Debt - General, Loan, PIPE | CompanyInvestorRelation: Bubblemaps; status=Active; holding=Minority; since=03/26",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5416,11174-86,Comcast Ventures,Comcast,Comcast Interactive Capital,Comcast Ventures L.P.,comcastventures.com,comcastventures.com,Comcast,,,"New York, NY",United States,Corporate Venture Capital,"Growth/Expansion, Venture Capital","Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Artificial Intelligence & Machine Learning, Big Data, Digital Health, FinTech, HealthTech, Mortgage Tech, Real Estate Technology, TMT","Prefers minority stake, Will syndicate",Comcast Ventures Catalyst Fund,Venture Capital - Early Stage,"Founded in 1999, Comcast Ventures is a corporate venture capital arm of Comcast based in New York, New York. The firm seeks to invest in B2B, B2C, energy, financial service, healthcare, information technology, digital health, financial technology, mortgage technology, real estate technology, artificial intelligence & big data sectors based in the United States region.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Corporate Venture Capital | OtherInvestorTypes: Growth/Expansion, Venture Capital | PreferredVerticals: Artificial Intelligence & Machine Learning, Big Data, Digital Health, FinTech, He",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5417,223784-11,Communitas Capital Partners,,,"Communitas Capital Partners, LLC",www.communitascapital.com,communitascapital.com,,,,"New York, NY",United States,Venture Capital,PE/Buyout,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Restart - Later VC, Seed Round","Cryptocurrency/Blockchain, Cybersecurity, E-Commerce, EdTech, FinTech, HR Tech, InsurTech, Legal Tech, Mobile Commerce, Mobility Tech, Real Estate Technology, Ridesharing, TMT","Prefers minority stake, Will syndicate",Communitas Capital Partners Fund II,Venture Capital - Early Stage,"Founded in 2017, Communitas Capital Partners is a venture capital investment firm based in New York, New York. The firm prefers to invest in financial services, information technology, cybersecurity, real estate technology, cryptocurrency, insurance technology, climate technology, e-commerce, education technology, human resource technology, legal technology, mobile commerce, mobility technology & ridesharing sectors based in the United States, Europe & Asian regions.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: PE/Buyout | PreferredVerticals: Cryptocurrency/Blockchain, Cybersecurity, E-Commerce, EdTech, FinTech, HR Tech, InsurTech, Legal Tech, Mobile Comme",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5418,227498-86,Conductive Ventures,,,,www.conductive.vc,conductive.vc,,,,"Palo Alto, CA",United States,Venture Capital,Growth/Expansion,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","3D Printing, Artificial Intelligence & Machine Learning, Autonomous cars, CloudTech & DevOps, Cryptocurrency/Blockchain, Digital Health, Industrials, Internet of Things, Mobile, Robotics and Drones, SaaS, TMT","Long-Term Investor, Prefers minority stake, Will syndicate",Conductive Ventures III,Venture Capital - Early Stage,"Founded in 2017, Conductive Ventures is a venture capital firm based in Palo Alto, California. The firm seeks to invest in companies operating in the business to business, business to consumer, software, hardware, healthcare, and technology services sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Growth/Expansion | PreferredVerticals: 3D Printing, Artificial Intelligence & Machine Learning, Autonomous cars, CloudTech & DevOps, Cryptocurrency",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5419,279818-02,Consonance (Lagos),,,Consonance Investment,www.consonanceinvest.com,consonanceinvest.com,,,,"Lagos, Nigeria",Nigeria,Venture Capital,"Accelerator/Incubator, Lender/Debt Provider","Early Stage VC, Later Stage VC, Secured Debt, Seed Round, Unsecured Debt","AgTech, Artificial Intelligence & Machine Learning, B2B Payments, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, HR Tech, Infrastructure, InsurTech, Internet of Things, Legal Tech, Marketing Tech, Mobility Tech, SaaS, Supply Chain Tech","Prefers minority stake, Seeks ESG investments, Will syndicate",Consonance Kuramo Special Opportunities Fund 1,Venture Capital - Early Stage,"Founded in 2017, Consonance is a venture capital firm based in Lagos, Nigeria. The firm seeks to invest in food & distribution, finance & wealth, essential services, media & culture, real estate & retail, financial market, logistics, and digital infrastructure sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator, Lender/Debt Provider | PreferredVerticals: AgTech, Artificial Intelligence & Machine Learning, B2B Payments, Cryptocurrency/",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5420,99795-70,Convergence Ventures,Convergence,Convergence Accel,,www.convergencevc.com,convergencevc.com,,,,"Hong Kong, Hong Kong",Hong Kong,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Mobile, SaaS","Prefers minority stake, Will syndicate",Convergence Capital I,Venture Capital - Early Stage,"Founded in 2014, Convergence Ventures is a venture capital firm based in Hong Kong. The firm seeks to invest in companies operating in the internet and mobile sectors across Southeast Asia.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Mobile, SaaS | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: ARPA; status=Active; holding=Minorit",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5421,51639-76,Correlation Ventures,Correlation,,"Correlation Ventures, LLC",www.correlationvc.com,correlationvc.com,,,,"San Francisco, CA",United States,Venture Capital,,"Early Stage VC, Seed Round","3D Printing, AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, B2B Payments, Beauty, Big Data, Car-Sharing, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FemTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Impact Investing, Industrials, Infrastructure, InsurTech, Internet of Things, Legal Tech, Life Sciences, LOHAS & Wellness, Manufacturing, Marketing Tech, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Mortgage Tech, Nanotechnology, Oil & Gas, Oncology, Pet Technology, Real Estate Technology, Restaurant Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self","Prefers minority stake, Will syndicate",Correlation Ventures III,Venture - General,"Founded in 2006, Correlation Ventures is a venture capital firm based in San Francisco, California. The firm seeks to invest in companies operating in business products and services, consumer products and services, energy, financial services, materials and resources, healthcare, SaaS, manufacturing, life sciences, and technology-based sectors in the United States region. This firm is a Registered Investment Adviser (RIA).",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: 3D Printing, AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, B2B",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5422,54613-90,Costanoa Ventures,Costanoa,,"Costana Venture Capital Management, LLC",costanoa.vc,costanoa.vc,,,,"Palo Alto, CA",United States,Venture Capital,,"Early Stage VC, Seed Round","Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, FinTech, HealthTech, Infrastructure, InsurTech, Internet of Things, Marketing Tech, Mobile, Robotics and Drones, SaaS, Space Technology","Prefers minority stake, Prefers to originate a deal, Will lead on a deal, Will syndicate",Costanoa FP II,Venture - General,"Founded in 2012, Costanoa Ventures is a venture capital investment firm based in Palo Alto, California. The firm seeks to invest in early-stage b2b companies focusing on enterprise, applied artificial intelligence, data, and developer infrastructure, financial technology, cyber, and national security sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|lead_investor|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Climate Tech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Fin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5423,56199-52,CRCM Ventures,CRCM,,China Rock Capital Management Limited,www.crcmventures.com,crcmventures.com,,,,"San Francisco, CA",United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","AdTech, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, FinTech, HealthTech, LOHAS & Wellness, SaaS, TMT, Virtual Reality","Prefers minority stake, Will syndicate",CRCM Opportunity Fund IV,Venture Capital - Early Stage,"Founded in 2004, CRCM Ventures was a venture capital firm based in San Francisco, California. The firm preferred to invest in business products, business services, consumer products, consumer services, financial services, healthcare, information technology, SaaS, TMT, blockchain, cryptocurrency, virtual reality, cybersecurity, wellness, artificial intelligence, machine learning, and technology-based sectors. This firm is a Registered Investment Adviser (RIA).",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: AdTech, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, FinTech, Hea",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5424,59283-37,Creative UK,Creative England,,Creative England Limited,www.wearecreative.uk,wearecreative.uk,,,,"Salford, United Kingdom",United Kingdom,Venture Capital,Accelerator/Incubator,"Early Stage VC, Later Stage VC, Seed Round","Artificial Intelligence & Machine Learning, Gaming, SaaS, TMT, Virtual Reality","Prefers majority stake, Will syndicate",Creative Growth Finance II Fund,Direct Lending,"Founded in 2011, Creative UK is a venture capital investment firm based in Bristol, United Kingdom. The firm prefers to invest in creative, tech, digital businesses, games studios, artificial intelligence, virtual realities, and mixed realities sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator | PreferredVerticals: Artificial Intelligence & Machine Learning, Gaming, SaaS, TMT, Virtual Reality | PreferredInvestmentTyp",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5425,504102-16,Cultivate(MD),,,,www.cultivate-md.com,cultivate-md.com,,,,"Grand Rapids, MI",United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","HealthTech, SaaS, TMT","Prefers minority stake, Will syndicate",Cultivate(MD) Capital Accelerator Fund,Venture Capital - Early Stage,"Founded in 2017, Cultivate(MD) is a venture capital fund based in Grand Rapids, Michigan. The firm prefers to invest in medical device and technology sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: HealthTech, SaaS, TMT | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Newton (Singapore); status=",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5426,166962-25,D4V,,,,www.d4v.com,d4v.com,,,,"Tokyo, Japan",Japan,Venture Capital,Accelerator/Incubator,"Early Stage VC, Seed Round","AdTech, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, Cybersecurity, E-Commerce, EdTech, FinTech, Internet of Things, Mobile, SaaS, TMT","Prefers minority stake, Will syndicate",D4V2 Fund 2,Venture Capital - Early Stage,"Founded in 2016, D4V is a venture capital firm based in Minato City, Japan. The firm seeks to invest in startup companies operating in the fintech, entertainment, enterprise, data science, artificial intelligence, consumer, and lifestyle sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator | PreferredVerticals: AdTech, AgTech, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data,",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5427,60960-88,Day One Capital,"Day 1, Day One",,Day One Capital Kockázati Tőkealap-Kezelő Zrt,www.dayonecapital.com,dayonecapital.com,,,,"Budapest, Hungary",Hungary,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","3D Printing, AdTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, CleanTech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, Gaming, HealthTech, InsurTech, Internet of Things, Legal Tech, Manufacturing, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Robotics and Drones, SaaS, TMT","Prefers minority stake, Will syndicate",Day One Venture Capital Fund II,Venture Capital - Early Stage,"Founded in 2011, Day One Capital is a venture capital firm headquartered in Budapest, Hungary. The firm seeks to invest in business-to-business software companies based in Central Eastern Europe.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: 3D Printing, AdTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, CleanTech, CloudTech &",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5428,55828-90,DCI Partners,DCIP,,"DCI Partners Co., Ltd.",,,Daiwa Corporate Investment,,,"Tokyo, Japan",Japan,Venture Capital,,"Carveout, Early Stage VC, Later Stage VC, Seed Round","3D Printing, Life Sciences","Prefers minority stake, Will syndicate",Daiwa Taiwan-Japan BioVenture Investment II,Venture - General,"Founded in 2014, DCI Partners is a venture capital arm of Daiwa Corporate Investment based in Tokyo, Japan. The firm seeks to invest in business products, business services, healthcare, life sciences, and 3D printing sectors in Japan and Taiwan.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: 3D Printing, Life Sciences | PreferredInvestmentTypes: Carveout, Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Vee Finance;",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5429,227193-94,Decacorn Capital,,,Decacorn Capital Pte Ltd,decacorn.vc,decacorn.vc,,,,"Singapore, Singapore",Singapore,Venture Capital,,"Early Stage VC, Grant, Later Stage VC, Seed Round","Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, EdTech, FinTech, HealthTech, Internet of Things, Micro-Mobility, Mobile Commerce, Robotics and Drones, SaaS","Prefers minority stake, Seeks Impact investments, Will syndicate",,,"Founded in 2016, Decacorn Capital is a venture capital firm based in Singapore. The firm seeks to invest in artificial intelligence, aerospace, blockchain, cloud & edge, genomics, and robotics sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, EdTech, FinTech, HealthTech, Internet of Things, Micro-Mobility, M",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
5430,489520-45,Demos Capital,,,Demos Capital LLC,www.demosfunds.io,demosfunds.io,,,,"Minneapolis, MN",United States,Venture Capital,,"Early Stage VC, Seed Round","AgTech, Artificial Intelligence & Machine Learning, Digital Health, FoodTech, HealthTech, Impact Investing, LOHAS & Wellness","Prefers minority stake, Seeks Impact investments, Will syndicate",Demos Fund 2,Venture Capital - Early Stage,"Founded in 2021, Demos Capital is a venture capital firm based in Minneapolis, Minnesota. The firm seeks to invest in early-stage companies focusing on energy transformation, health transformation, agriculture transformation, and economic transformation.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 1 token companies, 1 deals, 1 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: AgTech, Artificial Intelligence & Machine Learning, Digital Health, FoodTech, HealthTech, Impact Investing, LOHAS & Wellness | PreferredInvestmentT",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
