company_id,company_name,normalized_domain,company_type,token_symbols,token_names,token_urls,token_results,confidence,needs_manual_review
495611-02,Bastion (Financial Software),bastionprotocol.com,protocol_or_network,"[""BSTN""]","[""Bastion Protocol""]","[""https://www.coinbase.com/price/bastion-protocol""]","[{""token_symbol"": ""BSTN"", ""token_name"": ""Bastion Protocol"", ""token_url"": ""https://www.coinbase.com/price/bastion-protocol"", ""reason"": ""Bastion is the original DeFi lending/exchange protocol and launched its own BSTN governance token, supporting Bastion as the original protocol organization behind BSTN."", ""evidence_urls"": [""https://www.coindesk.com/business/2022/04/21/near-based-defi-protocol-bastion-to-launch-bstn-token-at-a-180m-valuation/"", ""https://icoanalytics.org/projects/bastion-protocol/""], ""evidence_source_types"": [""secondary_source"", ""token_data_page""]}]",medium,no
495746-65,MetaHollywood,metahollywood.io,gaming_or_nft,"[""HWOOD""]","[""HWOOD""]","[""https://www.businesswire.com/news/home/20230309005274/en/Animoca-Brands-and-Planet-Hollywood-to-Launch-CLUB-3-a-Physical-Private-Club-with-Exclusive-Perks-and-Experiential-Programming-for-Web3-Community""]","[{""token_symbol"": ""HWOOD"", ""token_name"": ""HWOOD"", ""token_url"": ""https://www.businesswire.com/news/home/20230309005274/en/Animoca-Brands-and-Planet-Hollywood-to-Launch-CLUB-3-a-Physical-Private-Club-with-Exclusive-Perks-and-Experiential-Programming-for-Web3-Community"", ""reason"": ""Meta Hollywood is described as the original community-first Web3 entertainment ecosystem launched by Animoca Brands and Planet Hollywood and using native token HWOOD."", ""evidence_urls"": [""https://www.animocabrands.com/announcement/meta-hollywood-enters-partnership-with-the-sandbox-to-develop-hollywood-themed-land-and-gamified-experiences"", ""https://www.businesswire.com/news/home/20230309005274/en/Animoca-Brands-and-Planet-Hollywood-to-Launch-CLUB-3-a-Physical-Private-Club-with-Exclusive-Perks-and-Experiential-Programming-for-Web3-Community""], ""evidence_source_types"": [""official_site"", ""secondary_source""]}]",high,no
495752-14,EdgeSwap,edgeswap.io,protocol_or_network,"[""EGS""]","[""EdgeSwap""]","[""https://coinmarketcap.com/currencies/edgeswap/""]","[{""token_symbol"": ""EGS"", ""token_name"": ""EdgeSwap"", ""token_url"": ""https://coinmarketcap.com/currencies/edgeswap/"", ""reason"": ""EdgeSwap is the source protocol/project, and token data plus explorer pages map EGS to the original EdgeSwap trading protocol rather than to a later ecosystem participant."", ""evidence_urls"": [""https://coinmarketcap.com/currencies/edgeswap/"", ""https://etherscan.io/token/0xB009BFaAF85e53F55d8657781Eb69feAaed83672""], ""evidence_source_types"": [""coinmarketcap"", ""explorer""]}]",high,no
495846-37,Desmo Labs,desmolabs.org,protocol_or_network,"[""DBIT"", ""DGOV""]","[""DBit"", ""DGov""]","[""https://medium.com/coinmonks/dbit-and-dgov-use-cases-3cf7740b88d""]","[{""token_symbol"": ""DBIT"", ""token_name"": ""DBit"", ""token_url"": ""https://medium.com/coinmonks/dbit-and-dgov-use-cases-3cf7740b88d"", ""reason"": ""Desmo Labs is the renamed Debond Protocol/D-Bond original organization; sources describe D/Bond as the startup and Web3 infrastructure pioneering ERC-3475, and Desmo-authored materials identify DBIT as a native D/Bond ecosystem asset."", ""evidence_urls"": [""https://www.newswire.com/news/decentralized-bonds-platform-d-bond-rebrands-following-successful-21695958"", ""https://www.binance.com/en/square/post/202853"", ""https://medium.com/coinmonks/dbit-and-dgov-use-cases-3cf7740b88d""], ""evidence_source_types"": [""press_release"", ""secondary_source"", ""official_blog""]}, {""token_symbol"": ""DGOV"", ""token_name"": ""DGov"", ""token_url"": ""https://medium.com/coinmonks/dbit-and-dgov-use-cases-3cf7740b88d"", ""reason"": ""Desmo Labs is the renamed Debond Protocol/D-Bond original organization; sources describe D/Bond as the startup and Web3 infrastructure pioneering ERC-3475, and Desmo-authored materials identify DGOV as the D/Bond governance token."", ""evidence_urls"": [""https://www.newswire.com/news/decentralized-bonds-platform-d-bond-rebrands-following-successful-21695958"", ""https://www.binance.com/en/square/post/202853"", ""https://medium.com/coinmonks/dbit-and-dgov-use-cases-3cf7740b88d""], ""evidence_source_types"": [""press_release"", ""secondary_source"", ""official_blog""]}]",medium,no
495917-56,Amulet (Other Financial Services),amulet.org,protocol_or_network,"[""AMU""]","[""Amulet""]","[""https://docs.amulet.org/documentation/tokenomics/amu""]","[{""token_symbol"": ""AMU"", ""token_name"": ""Amulet"", ""token_url"": ""https://docs.amulet.org/documentation/tokenomics/amu"", ""reason"": ""Amulet Protocol is described as the original DeFi insurance protocol company/protocol launched in early 2022, and official docs identify AMU as the Amulet protocol governance token; product derivative tokens amtSOL and aUWT are excluded."", ""evidence_urls"": [""https://docs.amulet.org/documentation/tokenomics/amu"", ""https://app.dealroom.co/companies/amulet_protocol"", ""https://www.gate.com/learn/articles/what-is-amulet-all-you-need-to-know-about-amu/3820""], ""evidence_source_types"": [""official_docs"", ""secondary_source"", ""secondary_source""]}]",high,no
495964-09,SX Network,sx.technology,protocol_or_network,"[""SX""]","[""SX Network""]","[""https://docs.sx.technology/sx-overview/sx-token-overview""]","[{""token_symbol"": ""SX"", ""token_name"": ""SX Network"", ""token_url"": ""https://docs.sx.technology/sx-overview/sx-token-overview"", ""reason"": ""SX Network official materials describe building the SX Network blockchain for the SX Bet/SportX ecosystem, and official docs identify SX as the gas, staking, and governance token for that network/protocol."", ""evidence_urls"": [""https://medium.com/sportx-bet/why-poor-ux-has-prevented-mainstream-adoption-of-web3-betting-55d011db5f81"", ""https://medium.com/sportx-bet/the-sportx-protocol-powered-by-sx-a17d9104496b"", ""https://docs.sx.technology/sx-overview/sx-token-overview""], ""evidence_source_types"": [""official_blog"", ""official_blog"", ""official_docs""]}]",high,no
496029-25,WeStarter,westarter.org,dapp_or_product,"[""WAR""]","[""WAR""]","[""https://coinmarketcap.com/currencies/westarter/""]","[{""token_symbol"": ""WAR"", ""token_name"": ""WAR"", ""token_url"": ""https://coinmarketcap.com/currencies/westarter/"", ""reason"": ""WeStarter official launch materials state that WeStarter had been founded and was launching its own native token WAR; as the project/platform itself, WeStarter is the original organization for the WAR token ecosystem."", ""evidence_urls"": [""https://westarter.medium.com/westarter-war-multi-platform-public-sale-details-b8810ae675f6"", ""https://westarter.medium.com/westarter-will-launch-its-native-token-war-on-april-29th-at-20-00-sgt-whitelist-is-now-open-42bf96c12e28"", ""https://coinmarketcap.com/currencies/westarter/""], ""evidence_source_types"": [""official_blog"", ""official_blog"", ""coinmarketcap""]}]",high,no
496048-24,Fief,fief.gg,protocol_or_network,"[""FIEF""]","[""FIEF""]","[""https://www.fief.gg/fiefdom""]","[{""token_symbol"": ""FIEF"", ""token_name"": ""FIEF"", ""token_url"": ""https://www.fief.gg/fiefdom"", ""reason"": ""Fief Team officially announced and established Fiefdom as a new Layer 3 blockchain network in the Fief ecosystem, with FIEF serving as the network gas/governance token."", ""evidence_urls"": [""https://www.fief.gg/news/join-the-fiefdom-a-new-layer-3-network-dedicated-to-the-metaverse"", ""https://www.fief.gg/fiefdom"", ""https://www.fief.gg/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_site""]}]",high,no
496048-78,VCRED,vcred.trade,protocol_or_network,"[""VCRED""]","[""VCRED""]","[""https://vcred.trade/""]","[{""token_symbol"": ""VCRED"", ""token_name"": ""VCRED"", ""token_url"": ""https://vcred.trade/"", ""reason"": ""VCRED is the original DeFi protocol/company rather than a later ecosystem participant; founder interviews describe VCRED as a protocol started from the founder's prototype, and the official site identifies the VCRED token and VCRED Ltd."", ""evidence_urls"": [""https://vcred.trade/"", ""https://coingape.com/an-exclusive-interview-with-the-founder-of-vcred/"", ""https://blockchainrecorded.com/defi-deep-dive-with-vcred-founder-and-ceo-vijay-lakshminarayanan/""], ""evidence_source_types"": [""official_site"", ""secondary_source"", ""secondary_source""]}]",high,no
496075-87,Time Raiders,timeraiders.io,gaming_or_nft,"[""XPND""]","[""Xpendium""]","[""https://timeraiders.io/""]","[{""token_symbol"": ""XPND"", ""token_name"": ""Xpendium"", ""token_url"": ""https://timeraiders.io/"", ""reason"": ""The official Time Raiders site identifies Time Raiders as the game ecosystem, names Xpendium/XPND as its native in-game utility token, and identifies the original Utopian Game Labs production/team behind it."", ""evidence_urls"": [""https://timeraiders.io/"", ""https://www.businesswire.com/news/home/20220502005379/en/Time-Raiders-Partners-With-Polygon-Studios-to-Bring-Gamers-a-Gameplay-first-Play-and-earn-Adventure""], ""evidence_source_types"": [""official_site"", ""secondary_source""]}]",high,no
496076-05,NuNet,nunet.io,protocol_or_network,"[""NTX""]","[""NuNet Token""]","[""https://docs.nunet.io/getting-ntx/token-overview/""]","[{""token_symbol"": ""NTX"", ""token_name"": ""NuNet Token"", ""token_url"": ""https://docs.nunet.io/getting-ntx/token-overview/"", ""reason"": ""NuNet official materials describe the founding team/incubation of the protocol and identify NTX as NuNet platform's native utility token."", ""evidence_urls"": [""https://www.nunet.io/about"", ""https://docs.nunet.io/getting-ntx/token-overview/""], ""evidence_source_types"": [""official_site"", ""official_docs""]}]",high,no
496108-00,Arrow Markets,arrow.markets,protocol_or_network,"[""ARROW""]","[""Arrow Token""]","[""https://docs.arrow.markets/arrow-markets/arrow/token""]","[{""token_symbol"": ""ARROW"", ""token_name"": ""Arrow Token"", ""token_url"": ""https://docs.arrow.markets/arrow-markets/arrow/token"", ""reason"": ""Arrow Markets is the named original project organization for the Arrow options protocol ecosystem, and official docs identify $ARROW as the native utility/access token for that ecosystem."", ""evidence_urls"": [""https://arrow.markets/about"", ""https://docs.arrow.markets/arrow-markets"", ""https://docs.arrow.markets/arrow-markets/arrow/token""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""official_docs""]}]",high,no
496120-42,Gopher AI,gopher-ai.com,protocol_or_network,"[""GOAI""]","[""GOAI""]","[""https://www.gopher-ai.com/""]","[{""token_symbol"": ""GOAI"", ""token_name"": ""GOAI"", ""token_url"": ""https://www.gopher-ai.com/"", ""reason"": ""Gopher AI is presented as the original Layer-1 network organization evolved from Masa, with GOAI powering the Layer-1 economy, staking, gas, governance, and emissions."", ""evidence_urls"": [""https://www.gopher-ai.com/"", ""https://developers.gopher-ai.com/docs/intro"", ""https://airdropalert.com/airdrops/gopher-ai-testnet/""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""secondary_source""]}]",high,no
496124-56,Particle Network,particle.network,protocol_or_network,"[""PARTI""]","[""PARTI""]","[""https://doc.particle.network/tokenomics/usdparti""]","[{""token_symbol"": ""PARTI"", ""token_name"": ""PARTI"", ""token_url"": ""https://doc.particle.network/tokenomics/usdparti"", ""reason"": ""Particle Network is the original modular Layer-1 network organization for chain abstraction, and official tokenomics identify PARTI as the Particle Chain ecosystem and governance token."", ""evidence_urls"": [""https://whitepaper.particle.network/"", ""https://doc.particle.network/tokenomics/usdparti"", ""https://messari.io/report/understanding-particle-network""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""secondary_source""]}]",high,no
496135-81,Irys,irys.xyz,protocol_or_network,"[""IRYS""]","[""Irys""]","[""https://coinmarketcap.com/currencies/irys/""]","[{""token_symbol"": ""IRYS"", ""token_name"": ""Irys"", ""token_url"": ""https://coinmarketcap.com/currencies/irys/"", ""reason"": ""Irys is the named Layer 1 datachain/protocol organization, and official materials identify IRYS as the native token underpinning the Irys protocol."", ""evidence_urls"": [""https://irys.xyz/"", ""https://irys.xyz/assets/IrysWhitepaper.pdf"", ""https://coinmarketcap.com/currencies/irys/""], ""evidence_source_types"": [""official_site"", ""whitepaper"", ""coinmarketcap""]}]",high,no
496159-66,BitCoke,bitcoke.com,exchange_or_broker,"[""COKE""]","[""BitCoke Token""]","[""https://coinmarketcap.com/currencies/bitcoke-token/""]","[{""token_symbol"": ""COKE"", ""token_name"": ""BitCoke Token"", ""token_url"": ""https://coinmarketcap.com/currencies/bitcoke-token/"", ""reason"": ""BitCoke is the original organization behind the BitCoke exchange ecosystem token: official BitCoke material identifies COKE as the native token of the BitCoke exchange ecosystem, and token reference material states BitCoke developed CokeDex and established CokeDao for the same COKE ecosystem."", ""evidence_urls"": [""https://bitcoke.medium.com/earn-coke-token-through-fixed-rate-products-22-apy-e00fba6ce227"", ""https://coinmarketcap.com/currencies/bitcoke-token/"", ""https://www.newsfilecorp.com/release/107834/Trade-Mining-Drives-BitCoke-Volume-to-a-Record-5.6-Billion-a-Day-Eying-Derivative-DEX-for-the-Next-Leap""], ""evidence_source_types"": [""official_site"", ""secondary_source"", ""secondary_source""]}]",high,no
496212-49,Web3Graph,web3graph.io,protocol_or_network,"[""W3G""]","[""W3G""]","[""https://www.coincarp.com/currencies/web3graph/""]","[{""token_symbol"": ""W3G"", ""token_name"": ""W3G"", ""token_url"": ""https://www.coincarp.com/currencies/web3graph/"", ""reason"": ""Web3Graph published materials describe Web3Graph as the team/protocol building the Web3Graph open-graph infrastructure and W3G as the native token used for rewards and protocol access."", ""evidence_urls"": [""https://medium.com/@Web3_Graph/web3graph-monthly-report-202206-16442dfcb8e0"", ""https://www.coincarp.com/currencies/web3graph/"", ""https://www.rootdata.com/Projects/detail/Web3Graph?k=MjA3NQ%3D%3D""], ""evidence_source_types"": [""official_blog"", ""token_data_page"", ""secondary_source""]}]",low,no
496284-40,Myso Finance,myso.finance,protocol_or_network,"[""MYT""]","[""MYSO Token""]","[""https://medium.com/mysofinance/announcing-the-official-myso-token-myt-airdrop-d778802115f2""]","[{""token_symbol"": ""MYT"", ""token_name"": ""MYSO Token"", ""token_url"": ""https://medium.com/mysofinance/announcing-the-official-myso-token-myt-airdrop-d778802115f2"", ""reason"": ""MYSO Finance is the original DeFi protocol ecosystem behind MYT: official MYSO material announces the official MYSO Token, describes MYT governance/utility for the MYSO ecosystem, and identifies core contributors responsible for developing that ecosystem."", ""evidence_urls"": [""https://medium.com/mysofinance/announcing-the-official-myso-token-myt-airdrop-d778802115f2"", ""https://medium.com/mysofinance/introducing-the-ioo-initial-open-offering-383cf35a3a1f"", ""https://www.myso.finance/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_site""]}]",medium,no
496332-91,Gold Fever,goldfever.io,gaming_or_nft,"[""NGL"", ""JBR""]","[""Gold Fever Native Gold"", ""Julius's Brain""]","[""https://www.coingecko.com/en/coins/gold-fever-native-gold"", ""https://wiki.goldfever.io/economy/currencies-and-assets""]","[{""token_symbol"": ""NGL"", ""token_name"": ""Gold Fever Native Gold"", ""token_url"": ""https://www.coingecko.com/en/coins/gold-fever-native-gold"", ""reason"": ""Gold Fever official docs present Gold Fever as the original blockchain game/economy and identify NGL as its fungible crypto token."", ""evidence_urls"": [""https://wiki.goldfever.io/"", ""https://wiki.goldfever.io/economy/currencies-and-assets"", ""https://wiki.goldfever.io/appendix/faq""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}, {""token_symbol"": ""JBR"", ""token_name"": ""Julius's Brain"", ""token_url"": ""https://wiki.goldfever.io/economy/currencies-and-assets"", ""reason"": ""Gold Fever official docs identify JBR as the governance token for directing the Gold Fever game economy, making it part of the original Gold Fever token system."", ""evidence_urls"": [""https://wiki.goldfever.io/"", ""https://wiki.goldfever.io/economy/currencies-and-assets"", ""https://wiki.goldfever.io/appendix/faq""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}]",high,no
496348-39,Celo4 Earth,celo4.earth,service_provider,"[""CO2R""]","[""CO2 Redress Token""]","[""https://br.investing.com/news/cryptocurrency-news/bitcointoyou-cop26-esg-e-credito-de-carbono-948087""]","[{""token_symbol"": ""CO2R"", ""token_name"": ""CO2 Redress Token"", ""token_url"": ""https://br.investing.com/news/cryptocurrency-news/bitcointoyou-cop26-esg-e-credito-de-carbono-948087"", ""reason"": ""Celo4 Earth is described as partnering with Bitcointoyou to launch/create the original CO2R carbon-credit token, making it an original co-founding issuer of that token system."", ""evidence_urls"": [""https://forbes.com.br/forbes-money/2022/08/e-seguro-comprar-creditos-de-carbono-via-tokens/"", ""https://br.investing.com/news/cryptocurrency-news/bitcointoyou-cop26-esg-e-credito-de-carbono-948087""], ""evidence_source_types"": [""secondary_source"", ""secondary_source""]}]",medium,no
496402-03,Ecosapiens,ecosapiens.xyz,gaming_or_nft,"[""MEGA""]","[""MEGA""]","[""https://ecolink.ai/eco-ai-token""]","[{""token_symbol"": ""MEGA"", ""token_name"": ""MEGA"", ""token_url"": ""https://ecolink.ai/eco-ai-token"", ""reason"": ""Ecosapiens Foundation states it is building Ecolink AI, a decentralized commerce and product-verification protocol, and official Ecolink materials identify ECO ticker $MEGA as the native utility token for that ecosystem."", ""evidence_urls"": [""https://ecosapiens.xyz/"", ""https://ecolink.ai/eco-ai-token"", ""https://ecosapiens.gitbook.io/ecolink-ai-whitepaper/the-usdmega-token""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_docs""]}]",high,no
496425-25,ScPrime,scpri.me,infrastructure_or_data,"[""SCP""]","[""ScPrime""]","[""https://scpri.me/at-a-glance/""]","[{""token_symbol"": ""SCP"", ""token_name"": ""ScPrime"", ""token_url"": ""https://scpri.me/at-a-glance/"", ""reason"": ""Official ScPrime materials describe ScPrime as formed in 2018 to start a brand new blockchain from genesis, identify SCP as the utility coin for that network, and state that the development corporation for ScPrime operates and develops the software."", ""evidence_urls"": [""https://scpri.me/at-a-glance/"", ""https://scpri.me/whitepaper"", ""https://scpri.me/timeline/""], ""evidence_source_types"": [""official_site"", ""official_whitepaper"", ""official_site""]}]",high,no
496442-89,Aurora (Other Financial Services),aurorachain.io,protocol_or_network,"[""AOA""]","[""AuroraChain""]","[""https://www.aurorachain.io/download.html""]","[{""token_symbol"": ""AOA"", ""token_name"": ""AuroraChain"", ""token_url"": ""https://www.aurorachain.io/download.html"", ""reason"": ""Aurora/AuroraChain is described as the original blockchain project founded in 2017, with AOA identified as the native cryptocurrency of AuroraChain."", ""evidence_urls"": [""https://www.aurorachain.io/"", ""https://irishtechnews.ie/aurora-bringing-light-to-the-blockchain-world/"", ""https://cryptobriefing.com/what-is-aurorachain-introduction-to-aurora-aoa-token-2/""], ""evidence_source_types"": [""official_site"", ""secondary_source"", ""secondary_source""]}]",high,no
496443-88,Morphie,morphie.network,protocol_or_network,"[""MRFI""]","[""MRFI""]","[""https://bscscan.com/token/0xaf1167b1f90e4f27d9f520a4cd3a1e452e011cea""]","[{""token_symbol"": ""MRFI"", ""token_name"": ""MRFI"", ""token_url"": ""https://bscscan.com/token/0xaf1167b1f90e4f27d9f520a4cd3a1e452e011cea"", ""reason"": ""Official Morphie materials identify Morphie Network as a community-driven decentralized oracle network, and explorer/token pages identify MRFI as the network token."", ""evidence_urls"": [""https://medium.com/%40morphienetwork/avaxtars-partners-with-morphie-network-to-promote-the-avalanche-ecosystem-976b89c45079"", ""https://bscscan.com/token/0xaf1167b1f90e4f27d9f520a4cd3a1e452e011cea"", ""https://coinmarketcap.com/currencies/morphie-network/""], ""evidence_source_types"": [""official_blog"", ""explorer"", ""coinmarketcap""]}]",high,no
496484-56,Raydius,raydius-research.com,protocol_or_network,"[""RAYS""]","[""RAYS""]","[""https://docs.raydius-research.com/tokenomics/token-utilities""]","[{""token_symbol"": ""RAYS"", ""token_name"": ""RAYS"", ""token_url"": ""https://docs.raydius-research.com/tokenomics/token-utilities"", ""reason"": ""Official Raydius Research material says the team introduced Raydius as a layer-2/middleware solution for a connected multichain future, and the official litepaper identifies $RAYS as the Raydius ecosystem token."", ""evidence_urls"": [""https://raydius.medium.com/deep-dive-in-layer-2-solutions-e09f56123fe0"", ""https://docs.raydius-research.com/"", ""https://docs.raydius-research.com/tokenomics/token-utilities""], ""evidence_source_types"": [""official_blog"", ""official_docs"", ""official_docs""]}]",high,no
496493-47,Deri Protocol,deri.io,protocol_or_network,"[""DERI""]","[""DERI""]","[""https://docs.deri.io/library/tokenomics""]","[{""token_symbol"": ""DERI"", ""token_name"": ""DERI"", ""token_url"": ""https://docs.deri.io/library/tokenomics"", ""reason"": ""Deri Protocol is the protocol ecosystem itself; official docs describe the protocol and DERI genesis/tokenomics, and CoinMarketCap identifies the founding company/founders and original launch of the protocol."", ""evidence_urls"": [""https://docs.deri.io/"", ""https://docs.deri.io/library/tokenomics"", ""https://coinmarketcap.com/exchanges/deri-protocol/""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""coinmarketcap""]}]",high,no
496510-30,Wayru,wayru.io,protocol_or_network,"[""WAYRU""]","[""Wayru Token""]","[""https://docs.wayru.io/wayru-101/wayru-token""]","[{""token_symbol"": ""WAYRU"", ""token_name"": ""Wayru Token"", ""token_url"": ""https://docs.wayru.io/wayru-101/wayru-token"", ""reason"": ""Official Wayru docs describe Wayru as a decentralized global connectivity network, identify the Wayru Foundation as steering creation of the network and tokenomics, and identify $WAYRU as the native asset minted at genesis."", ""evidence_urls"": [""https://docs.wayru.io/wayru-101/the-network"", ""https://docs.wayru.io/about/wayru-foundation"", ""https://docs.wayru.io/wayru-101/wayru-token""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}]",high,no
496523-89,YOM,yom.net,protocol_or_network,"[""YOM""]","[""YOM""]","[""https://docs.yom.net/manifesto/ecosystem/tokenomics""]","[{""token_symbol"": ""YOM"", ""token_name"": ""YOM"", ""token_url"": ""https://docs.yom.net/manifesto/ecosystem/tokenomics"", ""reason"": ""YOM is the original company/project organization behind the decentralized cloud-gaming DePIN network, and official/company-profile sources identify $YOM as the network settlement token."", ""evidence_urls"": [""https://yom.net/"", ""https://www.linkedin.com/company/yomdepin"", ""https://trustswap.com/blog/yom-on-trustswap-launchpad""], ""evidence_source_types"": [""official_site"", ""company_profile"", ""secondary_source""]}]",high,no
496572-94,Dnft Protocol,dnft.world,protocol_or_network,"[""DNF""]","[""DNFT Protocol""]","[""https://coinmarketcap.com/currencies/dnft-protocol/""]","[{""token_symbol"": ""DNF"", ""token_name"": ""DNFT Protocol"", ""token_url"": ""https://coinmarketcap.com/currencies/dnft-protocol/"", ""reason"": ""DNFT Protocol is the original named protocol organization for the DNFT cross-chain NFT network; sources identify DNF as the protocol/native governance token and describe the DNFT project/team as building and initially parameterizing the ecosystem."", ""evidence_urls"": [""https://dnft.world/"", ""https://bitmart.zendesk.com/hc/en-us/articles/4405957285275-DNFT-Protocol-DNF"", ""https://cryptorank.io/price/dnft-protocol""], ""evidence_source_types"": [""official_site"", ""exchange"", ""secondary_source""]}]",high,no
496573-30,Phantom (Financial Software),phm.finance,protocol_or_network,"[""PHM""]","[""Phantom Protocol""]","[""https://coinmarketcap.com/currencies/phantom-protocol/""]","[{""token_symbol"": ""PHM"", ""token_name"": ""Phantom Protocol"", ""token_url"": ""https://coinmarketcap.com/currencies/phantom-protocol/"", ""reason"": ""Phantom Protocol materials identify Phantom as the cross-chain synthetic-asset protocol with PHM, and a 2021 AMA with a Phantom Protocol co-founder describes Phantom as the team's project/mainnet, supporting an original founding team/project role for PHM."", ""evidence_urls"": [""https://c3.coinlore.com/pdf/phantom-protocol-white-paper.pdf"", ""https://shinchanieoalerts.medium.com/phantom-protocol-summary-recap-with-shin-chan-community-988a86faa4b7"", ""https://coinmarketcap.com/currencies/phantom-protocol/""], ""evidence_source_types"": [""whitepaper"", ""secondary_ama"", ""coinmarketcap""]}]",medium,no
496579-42,Tellor,tellor.io,protocol_or_network,"[""TRB""]","[""Tellor Tributes""]","[""https://tellor.io/more-about-trb/""]","[{""token_symbol"": ""TRB"", ""token_name"": ""Tellor Tributes"", ""token_url"": ""https://tellor.io/more-about-trb/"", ""reason"": ""Tellor official materials describe the core team beginning Tellor after building their own decentralized oracle protocol, and official/token data sources identify TRB as the native Tellor protocol token."", ""evidence_urls"": [""https://tellor.io/about-the-team/"", ""https://tellor.io/"", ""https://coinmarketcap.com/currencies/tellor/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""coinmarketcap""]}]",high,no
496583-92,Effect AI,effect.ai,protocol_or_network,"[""EFFECT""]","[""Effect AI""]","[""https://docs.effect.ai/token""]","[{""token_symbol"": ""EFFECT"", ""token_name"": ""Effect AI"", ""token_url"": ""https://docs.effect.ai/token"", ""reason"": ""Effect AI qualifies under the formal Part5 rule because official docs state the project was founded in 2017 to establish a decentralized AI network and current official docs identify EFFECT as the token that drives the Effect AI ecosystem."", ""evidence_urls"": [""https://docs.effect.ai/introduction/our-mission"", ""https://effect.ai/whitepaper.pdf"", ""https://docs.effect.ai/token""], ""evidence_source_types"": [""official_docs"", ""whitepaper"", ""official_docs""]}]",high,no
496600-48,Truflation,truflation.com,protocol_or_network,"[""TRUF""]","[""TRUF""]","[""https://truflation.com/token""]","[{""token_symbol"": ""TRUF"", ""token_name"": ""TRUF"", ""token_url"": ""https://truflation.com/token"", ""reason"": ""Official Truflation/TRUF.NETWORK sources identify TRUF as the native economic token of the TRUF.NETWORK ecosystem and present Truflation/TRUF.NETWORK as the original project organization behind the network."", ""evidence_urls"": [""https://truflation.com/about"", ""https://truflation.com/truf-token"", ""https://docs.truf.network/token-governance/get-truf-token""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_docs""]}]",high,no
496617-13,Gora,gora.io,protocol_or_network,"[""GORA""]","[""GORA""]","[""https://cointelegraph.com/press-releases/gora-network-expands-ecosystem-with-gora-launch-on-erc-20""]","[{""token_symbol"": ""GORA"", ""token_name"": ""GORA"", ""token_url"": ""https://cointelegraph.com/press-releases/gora-network-expands-ecosystem-with-gora-launch-on-erc-20"", ""reason"": ""Official Gora documentation describes Gora as the decentralized oracle network using GORA for staking/rewards, and the token launch announcement identifies GORA as a cornerstone of the Gora Network ecosystem."", ""evidence_urls"": [""https://goranetwork.github.io/doc/"", ""https://chainwire.org/2024/04/29/gora-network-announces-the-launch-of-its-gora-token-on-ethereum-erc-20/""], ""evidence_source_types"": [""official_docs"", ""press_release""]}]",high,no
496629-10,VitaDAO,vitadao.com,protocol_or_network,"[""VITA""]","[""VITA""]","[""https://www.vitadao.com/vita-token""]","[{""token_symbol"": ""VITA"", ""token_name"": ""VITA"", ""token_url"": ""https://www.vitadao.com/vita-token"", ""reason"": ""Official VitaDAO materials describe the DAO's VITA token, genesis launch, and community governance, supporting VitaDAO as the original DAO organization behind the VITA ecosystem."", ""evidence_urls"": [""https://www.vitadao.com/blog/beginners-guide-to-vita-token"", ""https://www.vitadao.com/images/vita-labs/VitaDAO_Whitepaper.pdf"", ""https://www.vitadao.com/blog/vitadao-letter-year-in-review-interview-with-vitadao-co-founder-tyler-golato""], ""evidence_source_types"": [""official_site"", ""official_whitepaper"", ""official_site""]}]",high,no
496717-39,Saga,saga.xyz,protocol_or_network,"[""SAGA""]","[""SAGA""]","[""https://docs.saga.xyz/introduction/saga-overview/token-mechanism-and-economics""]","[{""token_symbol"": ""SAGA"", ""token_name"": ""SAGA"", ""token_url"": ""https://docs.saga.xyz/introduction/saga-overview/token-mechanism-and-economics"", ""reason"": ""Saga is the original company/project organization for the Saga protocol; official Saga sources identify its founding team and protocol, and official docs describe the SAGA token mechanism."", ""evidence_urls"": [""https://www.saga.xyz/mission"", ""https://medium.com/sagaxyz/saga-announces-the-launch-of-pegasus-incentivized-testnet-4375dcf75c5d"", ""https://docs.saga.xyz/introduction/saga-overview/token-mechanism-and-economics""], ""evidence_source_types"": [""official_site"", ""official_blog"", ""official_docs""]}]",high,no
