task_index,company_id,company_name,normalized_domain,project_name,project_url,status,completed_at,token_ticker,token_name,token_url,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
472,403595-02,Opis,opismvp.vercel.app,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://opismvp.vercel.app/,official_site,low,no
473,506384-20,Zeeverse,zee-verse.com,"[""Zeeverse""]","[""https://zee-verse.com/""]",completed,2026-04-11T19:47:28+0800,"[""VEE""]","[""Zeeverse""]","[""https://coinmarketcap.com/currencies/zeeverse-vee/""]",Official site and CoinMarketCap both identify VEE as the Zeeverse token.,https://zee-verse.com/|https://coinmarketcap.com/currencies/zeeverse-vee/,official_site|coinmarketcap,high,no
474,682654-33,Toropal,toropal.com,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://www.toropal.com/,official_site,low,no
475,615208-96,Entheos (Consulting Services (B2B)),entheosoft.com,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://www.entheosoft.com/,official_site,low,no
476,474538-02,Notiboy,notiboy.com,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://www.notiboy.com/,official_site,low,no
477,691355-51,StableStock,stablestock.finance,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://www.stablestock.finance/,official_site,low,no
478,918503-14,AntHill (Media and Information Services (B2B)),anthill.community,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official site describes the company/project, but no supported token ticker was confirmed on the allowed sources.",https://www.anthill.community/,official_site,low,no
479,101414-80,Dogetipbot,dogetipbot.com,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"Official and allowed sources describe a Dogecoin tipping service, but no supported native token ticker was confirmed.",https://www.dogetipbot.com/,official_site,low,no
480,97506-55,LXCCoin,lxccoin.com,[],[],completed,2026-04-11T19:47:28+0800,[],[],[],"The company name is token-like, but the allowed sources did not provide a supported ticker mapping.",https://www.lxccoin.com/,official_site,low,yes
481,97560-28,World Blockchain,cascadiacorp.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.cascadiacorp.com/""]",official_site,low,no
482,1232695-18,Swept (Financial Software),,[],[],completed,,[],[],[],No supported token found on the allowed sources.,[],,low,no
483,571230-64,Yoki Finance,yoki.finance,"[""Yoki Finance""]","[""https://docs.yoki.finance/""]",completed,,"[""YOKI""]","[""YOKI""]","[""https://docs.yoki.finance/""]",Official Yoki docs and launch pages identify the YOKI token.,"[""https://docs.yoki.finance/"",""https://yoki.finance/welcome""]",official_site,high,no
484,572037-04,Arlos,arlos.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.arlos.io/""]",official_site,low,no
485,97901-65,Yebo,helloyebo.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.helloyebo.com/""]",official_site,low,no
486,571925-62,FlashLiquidity,flashliquidity.finance,[],[],completed,,[],[],[],"Company materials suggest a tokenized DEX project, but no allowed-source ticker confirmation yet.","[""https://www.flashliquidity.finance/""]",official_site,medium,yes
487,1232694-10,Vrem,vrem.io,"[""VREM Network""]","[""https://vrem.io/whitepaper/en/""]",completed,,"[""VREM""]","[""VREM""]","[""https://vrem.io/whitepaper/en/""]",Official VREM whitepaper identifies VREM as the network currency.,"[""https://vrem.io/whitepaper/en/""]",official_site,high,no
488,1232304-31,balls,balls.xyz,[],[],completed,,[],[],[],"Company materials describe a token-like asset, but no allowed-source ticker confirmation yet.","[""https://balls.xyz/""]",official_site,medium,yes
489,572054-86,web3 podcast network,web3podcastnetwork.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.web3podcastnetwork.xyz/""]",official_site,low,no
490,98282-89,StrateVic Finance Group,stratevic.com,[],[],completed,,[],[],[],"Former-name and blockchain references are suggestive, but no allowed-source token ticker was confirmed.","[""https://www.stratevic.com/""]",official_site,medium,yes
491,571906-27,Vanya.ai,vanya.ai,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://vanya.ai/""]",official_site,low,no
492,1231739-65,Conduct (Financial Software),conductprotocol.xyz,"[""Conduct""]","[""https://conductprotocol.xyz/""]",completed,,"[""CNDT""]","[""CNDT""]","[""https://conductprotocol.xyz/""]",Official Conduct page says users stake CNDT to use the protocol.,"[""https://conductprotocol.xyz/""]",official_site,high,no
493,98327-71,Namahe,namahe.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.namahe.io/""]",official_site,low,no
494,571585-78,IDOS GAMES,idosgames.com,[],[],completed,,[],[],[],"The docs mention token and NFT support, but no allowed-source ticker was confirmed.","[""https://docs.idosgames.com/""]",official_site,medium,yes
495,1232075-17,Doge Brains,dogebrains.com,"[""Doge Brains""]","[""https://dogebrains.com/""]",completed,,"[""BRAINS""]","[""BRAINS""]","[""https://dogebrains.com/""]",Official Doge Brains site advertises the $BRAINS token.,"[""https://dogebrains.com/""]",official_site,high,no
496,571845-34,Liquid Noble,liquidnoble.com,"[""NobleGold""]","[""https://liquidnoble.com/pdf/2024-11-28%20NobleMetals%20White%20Paper.pdf""]",completed,,"[""GAU""]","[""NobleGold""]","[""https://liquidnoble.com/pdf/2024-11-28%20NobleMetals%20White%20Paper.pdf""]",Official NobleMetals white paper identifies NobleGold (GAU).,"[""https://liquidnoble.com/pdf/2024-11-28%20NobleMetals%20White%20Paper.pdf""]",official_site,high,no
497,1232037-28,Entity Systems,entitysys.eu,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.entitysys.eu/""]",official_site,low,no
498,1231824-34,Verio,verio.network,"[""Verio""]","[""https://docs.verio.network/verio/the-basics""]",completed,,"[""IP"",""vIP""]","[""IP"",""vIP""]","[""https://docs.verio.network/verio/the-basics"",""https://docs.verio.network/verio/protocol-operations""]",Verio docs say users stake IP and receive vIP.,"[""https://docs.verio.network/verio/the-basics"",""https://docs.verio.network/verio/protocol-operations""]",official_site,high,no
499,571865-95,Landslide (Financial Services),landslide.network,"[""Landslide""]","[""https://www.landslide.network/""]",completed,,"[""SLIDE""]","[""SLIDE""]","[""https://www.landslide.network/""]",Official Landslide docs and blog reference the $SLIDE token.,"[""https://www.landslide.network/"",""https://www.landslide.network/blog/landslide-x-babylon-bitcoin-on-avalanche"",""https://docs.landslide.network/faq/faq""]",official_site,high,no
500,572042-44,HIO Music,hiomusic.com,"[""HIO Music""]","[""https://www.hiomusic.com/legal/disclaimers""]",completed,,"[""HIO""]","[""HIO""]","[""https://www.hiomusic.com/legal/disclaimers""]",Official HIO Music disclaimer page refers to the $HIO token.,"[""https://www.hiomusic.com/legal/disclaimers""]",official_site,high,no
501,571571-11,Triosas Technologies,triosas.co.in,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.triosas.co.in/""]",official_site,low,no
502,571698-82,Riva Travel & Tourism,rivametaverse.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.rivametaverse.io/""]",official_site,low,no
503,98711-83,Speakeasy (messaging),speakeasyapp.co,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://speakeasyapp.co/""]",official_site,low,no
504,571681-99,Mercurio,mercurio.solutions,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.mercurio.solutions/""]",official_site,low,no
505,571869-10,Starfall Online,starfallonline.com,[],[],completed,,[],[],[],"Company materials suggest tokenized game economics, but no allowed-source ticker was confirmed.","[""https://www.starfallonline.com/""]",official_site,medium,yes
506,99147-61,Tocreo Labs,tocreo.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.tocreo.com/""]",official_site,low,no
507,98947-99,Spondoolies Tech,spondoolies-tech.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.spondoolies-tech.com/""]",official_site,low,no
508,99073-90,SatoshiPay,satoshipay.io,"[""Pendulum""]","[""https://www.coingecko.com/en/coins/pendulum""]",completed,,"[""PEN""]","[""Pendulum""]","[""https://www.coingecko.com/en/coins/pendulum"",""https://coinmarketcap.com/currencies/pendulum/""]",CoinGecko and CoinMarketCap list Pendulum (PEN) and describe it as SatoshiPay-linked infrastructure.,"[""https://www.coingecko.com/en/coins/pendulum"",""https://coinmarketcap.com/currencies/pendulum/""]",coingecko|coinmarketcap,high,no
509,99084-34,Virgil Security,virgilsecurity.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.virgilsecurity.com/""]",official_site,low,no
510,99084-70,SecureDB,securedb.co,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://www.securedb.co/""]",official_site,low,no
511,99587-44,Suscribo,suscribo.com,[],[],completed,,[],[],[],Potential brand ambiguity (Suscribo / Monax / Eris); no supported token evidence on the allowed sources.,https://suscribo.com/,official_site,low,yes
512,570297-88,Tevaera,tevaera.com,"[""Tevaera""]","[""https://docs.tevaera.com/""]",completed,,"[""TEVA""]","[""Tevaera""]","[""https://www.coingecko.com/en/coins/tevaera""]",Official Tevaera docs identify the TEVA token and CoinGecko lists Tevaera (TEVA).,https://docs.tevaera.com/tokenomics/introducing-teva|https://www.coingecko.com/en/coins/tevaera,official_site|coingecko,high,no
513,570733-75,StackinSat,stackinsat.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://stackinsat.com/,official_site,low,no
514,570767-95,Agave (Financial Software),agavegrc.com,"[""Agave""]","[""https://agavegrc.com/""]",completed,,"[""AGVE""]","[""Agave""]","[""https://coinmarketcap.com/currencies/agave/""]",Official and CoinMarketCap/CoinGecko pages identify AGVE as the Agave token.,https://agavegrc.com/|https://coinmarketcap.com/currencies/agave/|https://www.coingecko.com/en/coins/agave-token,official_site|coinmarketcap|coingecko,high,no
515,570775-06,Pan Galactic,pangalactic.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://pangalactic.io/,official_site,low,no
516,570822-76,BBO Exchange,bbo.exchange,[],[],completed,,[],[],[],Potential brand/token ambiguity around BBO; no supported token evidence on the allowed sources.,https://bbo.exchange/,official_site,low,yes
517,570973-06,Vaultys,vaultys.com,[],[],completed,,[],[],[],Potential brand ambiguity; no supported token evidence on the allowed sources.,https://vaultys.com/,official_site,low,yes
518,570999-04,Magpie (Financial Services),magpiexyz.io,"[""Magpie""]","[""https://docs.magpiexyz.io/""]",completed,,"[""MGP""]","[""Magpie""]","[""https://coinmarketcap.com/currencies/magpie/""]","Official Magpie docs identify MGP as the governance token, and CoinMarketCap lists Magpie (MGP).",https://docs.magpiexyz.io/mgp-token|https://coinmarketcap.com/currencies/magpie/,official_site|coinmarketcap,high,no
519,571044-15,Syrupal Protocol,syrupal.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://syrupal.com/,official_site,low,no
520,571073-37,StreamEx,streamex.com,"[""StreamEx""]","[""https://www.streamex.com/""]",completed,,"[""GLDY""]","[""Streamex GLDY""]","[""https://www.coingecko.com/en/coins/streamex-gldy/usd""]",Official StreamEx pages identify GLDY and CoinGecko lists Streamex GLDY.,https://www.streamex.com/GLDY|https://www.coingecko.com/en/coins/streamex-gldy/usd,official_site|coingecko,high,no
521,571116-28,Smartface Fintech,smartfacefintech.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://smartfacefintech.com/,official_site,low,no
522,571146-55,True Markets,truemarkets.co,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.truemarkets.co/,official_site,low,yes
523,571186-16,Philanthrify,philanthrify.co.uk,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://philanthrify.co.uk/,official_site,low,no
524,571220-89,Merso,merso.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://merso.io/,official_site,low,no
525,664746-40,Tx24,beta.tx24.io,"[""Tx24""]","[""https://beta.tx24.io/""]",completed,,"[""TXT""]","[""Tx24""]","[""https://coinmarketcap.com/currencies/tx24/""]",CoinMarketCap and CoinGecko list Tx24 with ticker TXT.,https://coinmarketcap.com/currencies/tx24/|https://www.coingecko.com/en/coins/tx24,coinmarketcap|coingecko,high,no
526,571306-82,Balance (Entertainment Software),balance.fun,"[""Balance""]","[""https://www.balance.fun/""]",completed,,"[""EPT""]","[""Balance""]","[""https://coinmarketcap.com/currencies/balance/""]",Official Balance pages identify the EPT token and CoinMarketCap lists Balance (EPT).,https://www.balance.fun/index.html|https://coinmarketcap.com/currencies/balance/|https://foundation.balance.fun/,official_site|coinmarketcap,high,no
527,571349-31,Magma (Financial Services),magmafinance.io,"[""Magma Finance""]","[""https://www.magmafinance.io/""]",completed,,"[""MAGMA""]","[""Magma Finance""]","[""https://coinmarketcap.com/currencies/magma-finance/""]",CoinMarketCap lists Magma Finance with ticker MAGMA and describes it as the native utility token.,https://coinmarketcap.com/currencies/magma-finance/,coinmarketcap,high,no
528,1230638-59,X1 Labs,x1.xyz,"[""X1 Intelligence Network""]","[""https://x1labs.io/""]",completed,,"[""XNT""]","[""XNT""]","[""https://x1labs.io/""]",Official X1 Labs site uses XNT as the payment/native token for the X1 Intelligence Network.,https://x1labs.io/,official_site,high,no
529,571389-16,2cimple,2cimple.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.2cimple.com/,official_site,low,no
530,100368-01,Edge (Financial Software),edge.app,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.edge.app/,official_site,low,no
531,571471-96,Chainstack,chainstack.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.chainstack.com/,official_site,low,no
532,571486-24,Unit 221B,unit221b.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.unit221b.com/,official_site,low,no
533,571499-65,CarChain (Spain),,[],[],completed,,[],[],[],No official website was provided and no supported token evidence was found on the allowed sources.,,,low,yes
534,571520-81,Farmsbook,farmsbook.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.farmsbook.com/,official_site,low,no
535,571402-81,Yet Another Company,yetanothercompany.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.yetanothercompany.xyz/,official_site,low,no
536,571441-15,Ithaca Finance,ithacaprotocol.io,"[""Ithaca Protocol""]","[""https://ithacaprotocol.io/""]",completed,,"[""ITHACA""]","[""Ithaca Protocol""]","[""https://coinmarketcap.com/currencies/ithaca-protocol/""]",CoinGecko and CoinMarketCap list Ithaca Protocol with ticker ITHACA.,https://www.coingecko.com/en/coins/ithaca-protocol|https://coinmarketcap.com/currencies/ithaca-protocol/,coingecko|coinmarketcap,high,no
537,571502-17,KIP Protocol,kip.pro,"[""KIP Protocol""]","[""https://www.kip.pro/""]",completed,,"[""KIP""]","[""KIP Protocol""]","[""https://coinmarketcap.com/currencies/kip-protocol/""]",Official KIP Protocol docs and CoinMarketCap identify the KIP token.,https://www.kip.pro/|https://coinmarketcap.com/currencies/kip-protocol/,official_site|coinmarketcap,high,no
538,571554-64,Velar (Financial Software),velar.com,"[""Velar""]","[""https://docs.velar.com/velar/overview/introduction""]",completed,,"[""VELAR""]","[""Velar""]","[""https://coinmarketcap.com/currencies/velar/""]",Official Velar docs identify the VELAR token and CoinMarketCap lists Velar (VELAR).,https://docs.velar.com/velar/token/introduction|https://coinmarketcap.com/currencies/velar/,official_site|coinmarketcap,high,no
539,571582-99,Paycent,,"[""Paycent""]",[],completed,,"[""PYN""]","[""PAYCENT""]","[""https://coinmarketcap.com/currencies/paycent/""]",CoinMarketCap lists PAYCENT with ticker PYN.,https://coinmarketcap.com/currencies/paycent/,coinmarketcap,high,no
540,571644-64,MC2 Finance,mc2.fi,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.mc2.fi/,official_site,low,yes
541,571662-10,PEC land,popbrc.com,"[""PECland""]","[""https://pecland.xyz/""]",completed,,"[""PECL""]","[""PECland""]","[""https://coinmarketcap.com/currencies/pecland/""]",CoinMarketCap lists PECL for PECland.,https://coinmarketcap.com/currencies/pecland/,coinmarketcap,high,no
542,571693-78,DA insured,dainsured.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://dainsured.com/,official_site,low,no
543,571697-11,Shipfinex,shipfinex.com,"[""Shipfinex Maritime Asset Token""]","[""https://www.shipfinex.com/blog/what-is-a-maritime-asset-token-mat-how-ownership-appears-on-shipfinex""]",completed,,"[""MAT""]","[""Maritime Asset Token""]","[""https://www.shipfinex.com/blog/what-is-a-maritime-asset-token-mat-how-ownership-appears-on-shipfinex""]",Shipfinex official help pages define Maritime Asset Tokens (MAT).,https://support.shipfinex.com/support/solutions/articles/1060000127028-what-is-a-maritime-asset-token-mat-and-why-would-i-buy-one-|https://www.shipfinex.com/blog/what-is-a-maritime-asset-token-mat-how-ownership-appears-on-shipfinex,official_site,high,no
544,571714-75,Revested,revested.co.uk,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://revested.co.uk/,official_site,low,no
545,571718-71,The Chaincademy,thechaincademy.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://thechaincademy.com/,official_site,low,no
546,571730-32,GHGBlaze,ghgblaze.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://ghgblaze.com/,official_site,low,no
547,571730-68,Vymt,vymtgroup.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://vymtgroup.com/,official_site,low,no
548,571782-52,Dahai Art,dahai.art,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://dahai.art/,official_site,low,no
549,571801-51,TxnLab,txnlab.dev,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://txnlab.dev/,official_site,low,no
550,571856-41,Skogsnejd,skogsnejd.se,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://skogsnejd.se/,official_site,low,no
551,571858-57,EZKL,ezkl.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://ezkl.xyz/,official_site,low,no
552,571919-68,PublicAI,publicai.io,"[""PublicAI""]","[""https://www.publicai.io/""]",completed,,"[""PUBLIC""]","[""PublicAI""]","[""https://coinmarketcap.com/currencies/publicai/""]",PublicAI official site and CoinMarketCap identify the PUBLIC token.,https://www.publicai.io/|https://coinmarketcap.com/currencies/publicai/|https://www.coingecko.com/en/coins/publicai,official_site|coinmarketcap|coingecko,high,no
553,571926-34,Quantamm,quantamm.fi,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://quantamm.fi/,official_site,low,no
554,571931-83,DreamOS,dreamos.app,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://dreamos.app/,official_site,low,no
555,571983-94,Immoblocks,immoblocks.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://immoblocks.io/,official_site,low,no
556,571984-39,Supervillain Labs,supervlabs.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://supervlabs.io/,official_site,low,no
557,571984-57,Ginger Joy,gingerjoy.gs,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://gingerjoy.gs/,official_site,low,no
558,572003-56,Right Trigger,rtrigger.com,[],[],completed,,[],[],[],"Official site mentions a currency token and in-game economy, but no supported ticker could be confirmed from allowed sources.",https://www.rtrigger.com/,official_site,low,yes
559,572007-88,SwearIT,swearit.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://swearit.io/,official_site,low,no
560,572066-56,Veles Finance,veles.finance,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://veles.finance/,official_site,low,no
561,570341-89,Tracebloc,tracebloc.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://tracebloc.io/,official_site,low,no
562,572172-22,Sodot,sodot.dev,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://sodot.dev/,official_site,low,no
563,572272-21,Private Tech Network,privatetechnetwork.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://privatetechnetwork.com/,official_site,low,no
564,1231352-65,Unixx Solutions,unixxsolutions.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://unixxsolutions.com/,official_site,low,no
565,665964-37,Octra,octra.org,"[""Octra""]","[""https://octra.org/""]",completed,,"[""OCT""]","[""OCT""]","[""https://ico.octra.org/terms.html""]",Octra official ICO terms and CMC coverage identify the OCT token.,https://ico.octra.org/terms.html|https://coinmarketcap.com/academy/article/cmc-market-pulse-dovish-chop|https://ico.octra.org/,official_site|coinmarketcap,high,no
566,1231359-94,Third Eye,third-eye.co,"[""Delta-Neutral Yield Vault"",""Polymarket Vault""]","[""https://ember.so/earn/eTHIRD"",""https://ember.so/earn/ePOLY""]",completed,,"[""eTHIRD"",""ePOLY""]","[""eTHIRD"",""ePOLY""]","[""https://ember.so/earn/eTHIRD"",""https://ember.so/earn/ePOLY""]",Official site links to DeFi vaults identified as eTHIRD and ePOLY.,https://www.third-eye.co/,official_site,high,no
567,1231697-62,Beep (Financial Software),justbeep.it,[],[],completed,,[],[],[],"Official site describes tokenized agents and payments, but no supported ticker could be confirmed from allowed sources.",https://www.justbeep.it/|https://documentation.justbeep.it/,official_site,low,yes
568,1231708-69,Gopi AI,gopiai.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://gopiai.com/,official_site,low,no
569,1231723-36,Archimedes.,,[],[],completed,,[],[],[],No supported token found on the allowed sources.,,,low,yes
570,569409-76,Power'd,powerd.digital,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://powerd.digital/,official_site,low,no
571,1232056-81,Deepbook,deepbookai.io,"[""DeepBook""]","[""https://deepbookai.io/""]",completed,,"[""ADB""]","[""ADB""]","[""https://www.coingecko.com/en/coins/deepbook-2""]",CoinGecko preview page identifies DeepBook (ADB) with deepbookai.io as the website; ticker naming is still preview-only.,"[""https://www.coingecko.com/en/coins/deepbook-2"", ""https://deepbookai.io/""]",official_site|coingecko,medium,yes
572,663957-01,Climate Sense (Electronic Equipment and Instruments),climatesense.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://climatesense.io/""]",official_site,low,no
573,572276-53,Fortytwo Labs,fortytwolabs.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://fortytwolabs.com/""]",official_site,low,no
574,570796-48,Bitverse,bitverse.zone,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://bitverse.zone/""]",official_site,low,no
575,571712-32,Tokodot,beta.tokodot.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://beta.tokodot.io/""]",official_site,low,no
576,570792-34,Doormat (Financial Services),doormat.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://doormat.xyz/""]",official_site,low,no
577,1231804-72,Relik,relik.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://relik.com/""]",official_site,low,no
578,571701-97,brands.io (Financial Software),braands.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://braands.io/""]",official_site,low,no
579,571683-79,Hallar,hallar.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://hallar.io/""]",official_site,low,no
580,571629-88,DopePanda,dopepanda.org,"[""DopePanda""]","[""https://dopepanda.org/""]",completed,,"[""DPANDA""]","[""DPANDA""]","[""https://dopepanda.org/tokenomics""]",Official DopePanda site and tokenomics page identify the DPANDA token.,"[""https://dopepanda.org/"", ""https://dopepanda.org/tokenomics""]",official_site,high,no
581,570806-29,Nexandria,nexandria.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://nexandria.com/""]",official_site,low,no
582,571431-52,Boys Club,boysclub.vip,[],[],completed,,[],[],[],Official site is merch-focused and does not confirm a company token; same-name token listings on allowed sources are ambiguous.,"[""https://shop.boysclub.vip/""]",official_site,low,yes
583,571926-61,Weave (Financial Software),weave.financial,"[""Weave""]","[""https://gitbook.weave.financial/""]",completed,,"[""WEAVE""]","[""WEAVE""]","[""https://coinmarketcap.com/currencies/weave/""]",Official Weave docs and CoinMarketCap confirm the WEAVE token.,"[""https://gitbook.weave.financial/"", ""https://coinmarketcap.com/currencies/weave/""]",official_site|coinmarketcap,high,no
584,665001-82,Super Glitch Games,superglitchgames.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://superglitchgames.com/""]",official_site,low,no
585,571699-54,Blockting,blockting.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://blockting.com/""]",official_site,low,no
586,572083-39,Rivera Money,rivera.money,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://rivera.money/""]",official_site,low,no
587,571804-03,Uncopied,uncopied.art,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://uncopied.art/""]",official_site,low,no
588,571592-35,Striker Games,animera.world,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://animera.world/""]",official_site,low,no
589,571864-15,RY3T,ry3t.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://ry3t.com/""]",official_site,low,no
590,287579-89,MERJ,merj.exchange,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://merj.exchange/""]",official_site,low,no
591,572044-06,GBTC Finance,gbtcfinance.com,"[""GBTC Finance""]","[""https://gbtcfinance.com/""]",completed,,"[""GBTC""]","[""GBTC""]","[""https://gbtcfinance.com/token-gbtc/""]",Official GBTC Finance pages explicitly describe and sell the GBTC token.,"[""https://gbtcfinance.com/en/"", ""https://gbtcfinance.com/token-gbtc/"", ""https://gbtcfinance.com/preguntas-frecuentes/faq-gbtc-token/""]",official_site,high,no
592,571540-42,Multimise,multimise.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://multimise.com/""]",official_site,low,no
593,100036-99,ApTask,aptask.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://aptask.com/""]",official_site,low,no
594,571925-98,Loanshark Core,loanshark.tech,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://loanshark.tech/""]",official_site,low,no
595,571700-17,wowTalkies,wowtalkies.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://wowtalkies.com/""]",official_site,low,no
596,571540-15,HODLify,hodlify.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://hodlify.io/""]",official_site,low,no
597,571105-36,Twin Protocol,twinprotocol.com,"[""Twin Protocol""]","[""https://twinprotocol.com/""]",completed,,"[""TWIN""]","[""TWIN""]","[""https://www.coingecko.com/en/coins/twin-protocol"", ""https://coinmarketcap.com/currencies/twin-protocol/""]",CoinGecko and CoinMarketCap both confirm the TWIN token for Twin Protocol.,"[""https://www.coingecko.com/en/coins/twin-protocol"", ""https://coinmarketcap.com/currencies/twin-protocol/""]",coingecko|coinmarketcap,high,no
598,571795-39,Monie,monie.co,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://monie.co/""]",official_site,low,no
599,571711-15,The Digital Economist,thedigitaleconomist.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://thedigitaleconomist.com/""]",official_site,low,no
600,571194-73,Uniramp,uniramp.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,"[""https://uniramp.com/""]",official_site,low,no
601,1231844-14,Paylov,paylov.uz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://www.paylov.uz/,official_site,medium,no
602,99033-22,Prom,prom.io,"[""Prom""]","[""https://prom.io/""]",completed,,"[""PROM""]","[""Prom""]","[""https://coinmarketcap.com/currencies/prom/""]",CoinMarketCap confirms Prom PROM.,https://prom.io/|https://coinmarketcap.com/currencies/prom/,official_site|coinmarketcap,high,no
603,986028-63,Fracctal Labs,fracctalmonstersnft.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://fracctalmonstersnft.com/,official_site,medium,no
